Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,332,315,17,194,138,15,15,NA,8,7,24,24,NA,6,18,1,1,NA,0,1,6,6,NA,NA,6,8,8,NA,NA,8,190,190,NA,176,14,17,17,NA,NA,17,34,34,NA,1,33,9,9,NA,3,6,19,2,17,NA,19,9,9,NA,NA,9,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,114,98,16,15,99,9,9,NA,8,1,8,8,NA,0,8,2,2,NA,0,2,7,7,NA,0,7,10,10,NA,NA,10,7,7,NA,0,7,10,10,NA,NA,10,40,40,NA,7,33,2,2,NA,0,2,18,2,16,NA,18,1,1,NA,NA,1,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,138,121,17,9,129,15,15,NA,8,7,8,8,NA,0,8,1,1,NA,0,1,6,6,NA,0,6,8,8,NA,NA,8,14,14,NA,0,14,17,17,NA,NA,17,34,34,NA,1,33,2,2,NA,0,2,19,2,17,NA,19,14,14,NA,NA,14,0,0,NA,0,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,4,4,NA,0,4,0,0,NA,0,0,2,2,NA,0,2,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,440,363,77,147,293,0,0,NA,0,0,58,58,NA,30,28,41,41,NA,0,41,81,81,NA,0,81,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,37,37,NA,0,37,24,24,NA,24,0,106,29,77,NA,106,0,0,NA,NA,0,93,93,NA,93,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,722,573,149,75,647,162,162,NA,0,162,16,16,NA,0,16,7,7,NA,0,7,23,23,NA,1,22,77,77,NA,NA,77,38,38,NA,2,36,39,39,NA,NA,39,59,59,NA,17,42,15,15,NA,0,15,162,13,149,NA,162,69,69,NA,NA,69,55,55,NA,55,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,124,80,44,80,44,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,44,0,44,NA,44,0,0,NA,NA,0,80,80,NA,80,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,18,18,0,18,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,18,18,NA,18,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,1089,1040,49,157,932,133,133,NA,22,111,73,73,NA,0,73,130,130,NA,32,98,83,83,NA,3,80,111,111,NA,NA,111,59,59,NA,0,59,60,60,NA,NA,60,113,113,NA,1,112,66,66,NA,5,61,94,45,49,NA,94,73,73,NA,NA,73,94,94,NA,94,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,208,204,4,85,123,14,14,NA,12,2,36,36,NA,5,31,28,28,NA,23,5,6,6,NA,0,6,10,10,NA,NA,10,18,18,NA,0,18,12,12,NA,NA,12,50,50,NA,41,9,16,16,NA,4,12,11,7,4,NA,11,7,7,NA,NA,7,0,0,NA,0,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,313,312,1,15,298,8,8,NA,0,8,60,60,NA,2,58,19,19,NA,3,16,5,5,NA,0,5,81,81,NA,NA,81,8,8,NA,0,8,32,32,NA,NA,32,28,28,NA,0,28,7,7,NA,0,7,17,16,1,NA,17,38,38,NA,NA,38,10,10,NA,10,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,43,43,0,2,41,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,2,2,NA,2,0,33,33,NA,NA,33,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,4,4,NA,NA,4,0,0,NA,0,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,12145,12142,3,3198,8947,883,883,NA,80,803,968,968,NA,57,911,707,707,NA,3,704,909,909,NA,8,901,1411,1411,NA,NA,1411,465,465,NA,0,465,827,827,NA,NA,827,1091,1091,NA,31,1060,758,758,NA,0,758,361,358,3,NA,361,746,746,NA,NA,746,3019,3019,NA,3019,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,27354,27354,0,9982,17372,2111,2111,NA,680,1431,939,939,NA,53,886,816,816,NA,410,406,2074,2074,NA,10,2064,5030,5030,NA,NA,5030,465,465,NA,0,465,2013,2013,NA,NA,2013,3071,3071,NA,377,2694,1209,1209,NA,630,579,403,403,0,NA,403,1401,1401,NA,NA,1401,7822,7822,NA,7822,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,86,86,0,6,80,2,2,NA,0,2,0,0,NA,0,0,6,6,NA,6,0,0,0,NA,0,0,11,11,NA,NA,11,0,0,NA,0,0,0,0,NA,NA,0,3,3,NA,0,3,0,0,NA,0,0,0,0,0,NA,0,64,64,NA,NA,64,0,0,NA,0,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,79,76,3,1,78,15,15,NA,0,15,9,9,NA,0,9,0,0,NA,0,0,0,0,NA,0,0,15,15,NA,NA,15,0,0,NA,0,0,9,9,NA,NA,9,2,2,NA,0,2,2,2,NA,0,2,15,12,3,NA,15,11,11,NA,NA,11,1,1,NA,1,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,3225,2991,234,50,3175,185,185,NA,15,170,300,300,NA,0,300,253,253,NA,NA,253,424,424,NA,0,424,577,577,NA,NA,577,166,166,NA,0,166,312,312,NA,NA,312,262,262,NA,0,262,179,179,NA,28,151,360,126,234,NA,360,200,200,NA,NA,200,7,7,NA,7,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1028,912,116,378,650,185,185,NA,105,80,58,58,NA,40,18,50,50,NA,31,19,30,30,NA,0,30,71,71,NA,NA,71,83,83,NA,7,76,36,36,NA,NA,36,130,130,NA,89,41,64,64,NA,0,64,144,28,116,NA,144,71,71,NA,NA,71,106,106,NA,106,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,5889,5889,0,1775,4114,635,635,NA,168,467,516,516,NA,119,397,304,304,NA,63,241,397,397,NA,12,385,541,541,NA,NA,541,313,313,NA,47,266,376,376,NA,NA,376,596,596,NA,113,483,403,403,NA,25,378,183,183,0,NA,183,397,397,NA,NA,397,1228,1228,NA,1228,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,10,10,0,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,10,10,NA,0,10,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,10,10,0,10,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,10,10,NA,10,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,6693,6656,37,2208,4485,665,665,NA,208,457,535,535,NA,131,404,351,351,NA,49,302,450,450,NA,20,430,707,707,NA,NA,707,309,309,NA,37,272,409,409,NA,NA,409,600,600,NA,93,507,476,476,NA,43,433,188,151,37,NA,188,376,376,NA,NA,376,1627,1627,NA,1627,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,6515,6484,31,2032,4483,628,628,NA,198,430,500,500,NA,123,377,350,350,NA,46,304,500,500,NA,24,476,723,723,NA,NA,723,278,278,NA,34,244,406,406,NA,NA,406,555,555,NA,55,500,482,482,NA,34,448,174,143,31,NA,174,401,401,NA,NA,401,1518,1518,NA,1518,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,6436,6406,30,1921,4515,618,618,NA,186,432,541,541,NA,131,410,351,351,NA,42,309,523,523,NA,16,507,727,727,NA,NA,727,246,246,NA,27,219,377,377,NA,NA,377,567,567,NA,48,519,454,454,NA,23,431,195,165,30,NA,195,389,389,NA,NA,389,1448,1448,NA,1448,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,4353,4353,0,1362,2991,290,290,NA,105,185,402,402,NA,44,358,187,187,NA,50,137,398,398,NA,12,386,413,413,NA,NA,413,204,204,NA,7,197,296,296,NA,NA,296,356,356,NA,89,267,225,225,NA,13,212,164,164,0,NA,164,376,376,NA,NA,376,1042,1042,NA,1042,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,6682,6651,31,2208,4474,665,665,NA,208,457,525,525,NA,131,394,351,351,NA,49,302,450,450,NA,20,430,715,715,NA,NA,715,309,309,NA,37,272,399,399,NA,NA,399,595,595,NA,93,502,476,476,NA,43,433,182,151,31,NA,182,388,388,NA,NA,388,1627,1627,NA,1627,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,6494,6468,26,2032,4462,628,628,NA,198,430,507,507,NA,123,384,348,348,NA,46,302,500,500,NA,24,476,726,726,NA,NA,726,278,278,NA,34,244,395,395,NA,NA,395,548,548,NA,55,493,475,475,NA,34,441,169,143,26,NA,169,402,402,NA,NA,402,1518,1518,NA,1518,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,6330,6304,26,1921,4409,618,618,NA,186,432,536,536,NA,131,405,342,342,NA,42,300,523,523,NA,16,507,674,674,NA,NA,674,246,246,NA,27,219,367,367,NA,NA,367,559,559,NA,48,511,437,437,NA,23,414,191,165,26,NA,191,389,389,NA,NA,389,1448,1448,NA,1448,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1377,1377,0,761,616,134,134,NA,105,29,107,107,NA,44,63,64,64,NA,49,15,39,39,NA,12,27,131,131,NA,NA,131,49,49,NA,7,42,56,56,NA,NA,56,136,136,NA,89,47,63,63,NA,13,50,14,14,0,NA,14,142,142,NA,NA,142,442,442,NA,442,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1562,1558,4,1248,314,51,51,NA,32,19,21,21,NA,0,21,66,66,NA,49,17,66,66,NA,0,66,32,32,NA,NA,32,56,56,NA,32,24,14,14,NA,NA,14,104,104,NA,93,11,59,59,NA,43,16,11,7,4,NA,11,83,83,NA,NA,83,999,999,NA,999,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,965,959,6,697,268,38,38,NA,18,20,10,10,NA,0,10,17,17,NA,0,17,66,66,NA,0,66,26,26,NA,NA,26,48,48,NA,29,19,18,18,NA,NA,18,58,58,NA,48,10,16,16,NA,4,12,15,9,6,NA,15,55,55,NA,NA,55,598,598,NA,598,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,6,0,6,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,6,0,6,NA,6,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,7,0,7,0,7,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,7,0,7,NA,7,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,6,0,6,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,6,0,6,NA,6,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,39,39,0,39,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,39,39,NA,39,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,6820,6686,134,1881,4939,535,535,NA,64,471,596,596,NA,134,462,357,357,NA,43,314,513,513,NA,17,496,744,744,NA,NA,744,288,288,NA,28,260,440,440,NA,NA,440,683,683,NA,73,610,402,402,NA,29,373,326,192,134,NA,326,443,443,NA,NA,443,1493,1493,NA,1493,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,3479,3410,69,927,2552,271,271,NA,34,237,312,312,NA,72,240,187,187,NA,21,166,278,278,NA,12,266,384,384,NA,NA,384,151,151,NA,18,133,237,237,NA,NA,237,372,372,NA,46,326,205,205,NA,13,192,172,103,69,NA,172,199,199,NA,NA,199,711,711,NA,711,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,3196,3131,65,834,2362,264,264,NA,30,234,283,283,NA,62,221,170,170,NA,22,148,235,235,NA,5,230,362,362,NA,NA,362,145,145,NA,10,135,205,205,NA,NA,205,311,311,NA,27,284,198,198,NA,16,182,154,89,65,NA,154,207,207,NA,NA,207,662,662,NA,662,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,919,919,0,392,527,0,0,NA,0,0,13,13,NA,0,13,27,27,NA,0,27,12,12,NA,0,12,137,137,NA,NA,137,30,30,NA,0,30,113,113,NA,NA,113,147,147,NA,73,74,66,66,NA,35,31,0,0,0,NA,0,90,90,NA,NA,90,284,284,NA,284,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,49,35,14,11,38,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,21,21,NA,NA,21,0,0,NA,0,0,0,0,NA,0,0,14,0,14,NA,14,0,0,NA,NA,0,11,11,NA,11,NA
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,5648,5624,24,898,4750,500,500,NA,142,358,468,468,NA,43,425,394,394,NA,33,361,486,486,NA,34,452,727,727,NA,NA,727,265,265,NA,24,241,461,461,NA,NA,461,633,633,NA,44,589,428,428,NA,35,393,199,175,24,NA,199,544,544,NA,NA,544,543,543,NA,543,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,5577,5553,24,745,4832,374,374,NA,0,374,464,464,NA,43,421,363,363,NA,33,330,486,486,NA,34,452,665,665,NA,NA,665,289,289,NA,34,255,465,465,NA,NA,465,606,606,NA,22,584,615,615,NA,53,562,199,175,24,NA,199,525,525,NA,NA,525,526,526,NA,526,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,5727,5705,22,843,4884,374,374,NA,0,374,476,476,NA,43,433,348,348,NA,33,315,486,486,NA,34,452,617,617,NA,NA,617,293,293,NA,34,259,452,452,NA,NA,452,643,643,NA,44,599,625,625,NA,53,572,197,175,22,NA,197,614,614,NA,NA,614,602,602,NA,602,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,146,146,0,54,92,16,16,NA,0,16,8,8,NA,0,8,7,7,NA,0,7,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,43,43,NA,0,43,0,0,0,NA,0,0,0,NA,NA,0,54,54,NA,54,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,51,51,0,0,51,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,40,40,NA,0,40,11,11,NA,NA,11,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
