Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,7129,5618,1511,1066,6063,290,290,NA,244,46,550,550,NA,437,113,133,133,NA,0,133,120,120,NA,41,79,352,352,NA,NA,352,306,306,NA,78,228,432,432,NA,NA,432,772,772,NA,130,642,486,486,NA,7,479,2905,1394,1511,NA,2905,654,654,NA,NA,654,129,129,NA,129,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,1621,1557,64,968,653,47,47,NA,42,5,102,102,NA,41,61,12,12,NA,0,12,52,52,NA,0,52,56,56,NA,NA,56,851,851,NA,809,42,77,77,NA,NA,77,283,283,NA,73,210,32,32,NA,3,29,94,30,64,NA,94,15,15,NA,NA,15,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,1733,1674,59,936,797,78,78,NA,34,44,155,155,NA,62,93,10,10,NA,0,10,54,54,NA,0,54,57,57,NA,NA,57,843,843,NA,774,69,90,90,NA,NA,90,273,273,NA,49,224,44,44,NA,17,27,79,20,59,NA,79,50,50,NA,NA,50,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,831,761,70,260,571,44,44,NA,42,2,66,66,NA,22,44,12,12,NA,0,12,39,39,NA,0,39,39,39,NA,NA,39,162,162,NA,120,42,79,79,NA,NA,79,267,267,NA,73,194,19,19,NA,3,16,100,30,70,NA,100,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,966,901,65,294,672,55,55,NA,34,21,93,93,NA,30,63,10,10,NA,0,10,31,31,NA,0,31,35,35,NA,NA,35,236,236,NA,167,69,92,92,NA,NA,92,252,252,NA,49,203,29,29,NA,14,15,85,20,65,NA,85,48,48,NA,NA,48,0,0,NA,0,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,8,7,1,1,7,0,0,NA,0,0,3,3,NA,1,2,1,1,NA,0,1,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,4392,3839,553,1227,3165,0,0,NA,0,0,515,515,NA,387,128,523,523,NA,0,523,358,358,NA,0,358,28,28,NA,NA,28,168,168,NA,0,168,338,338,NA,NA,338,325,325,NA,0,325,532,532,NA,297,235,824,271,553,NA,824,238,238,NA,NA,238,543,543,NA,543,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,5841,4176,1665,862,4979,1077,1077,NA,0,1077,137,137,NA,0,137,57,57,NA,3,54,115,115,NA,30,85,460,460,NA,NA,460,246,246,NA,35,211,271,271,NA,NA,271,565,565,NA,269,296,138,138,NA,0,138,1790,125,1665,NA,1790,460,460,NA,NA,460,525,525,NA,525,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,894,468,426,434,460,0,0,NA,0,0,19,19,NA,0,19,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,15,15,NA,0,15,426,0,426,NA,426,0,0,NA,NA,0,434,434,NA,434,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,91,90,1,88,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,88,88,NA,88,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,6672,6488,184,952,5720,779,779,NA,74,705,585,585,NA,11,574,647,647,NA,157,490,579,579,NA,11,568,726,726,NA,NA,726,314,314,NA,3,311,380,380,NA,NA,380,717,717,NA,42,675,458,458,NA,39,419,429,245,184,NA,429,443,443,NA,NA,443,615,615,NA,615,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,1029,1021,8,368,661,86,86,NA,58,28,136,136,NA,20,116,135,135,NA,114,21,23,23,NA,0,23,90,90,NA,NA,90,89,89,NA,0,89,74,74,NA,NA,74,188,188,NA,151,37,102,102,NA,13,89,42,34,8,NA,42,52,52,NA,NA,52,12,12,NA,12,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,28,28,0,7,21,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,8,8,NA,0,8,0,0,NA,NA,0,11,11,NA,3,8,3,3,NA,0,3,0,0,0,NA,0,2,2,NA,NA,2,4,4,NA,4,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,1720,1704,16,88,1632,50,50,NA,5,45,283,283,NA,14,269,93,93,NA,13,80,65,65,NA,1,64,448,448,NA,NA,448,36,36,NA,0,36,229,229,NA,NA,229,163,163,NA,5,158,43,43,NA,1,42,107,91,16,NA,107,154,154,NA,NA,154,49,49,NA,49,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,257,240,17,4,253,7,7,NA,0,7,24,24,NA,0,24,4,4,NA,0,4,18,18,NA,2,16,130,130,NA,NA,130,7,7,NA,0,7,8,8,NA,NA,8,1,1,NA,0,1,17,17,NA,0,17,19,2,17,NA,19,20,20,NA,NA,20,2,2,NA,2,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,71822,71806,16,19415,52407,5183,5183,NA,394,4789,5447,5447,NA,395,5052,3935,3935,NA,17,3918,5551,5551,NA,43,5508,8594,8594,NA,NA,8594,2823,2823,NA,0,2823,5047,5047,NA,NA,5047,6147,6147,NA,346,5801,4594,4594,NA,0,4594,2047,2031,16,NA,2047,4234,4234,NA,NA,4234,18220,18220,NA,18220,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,159802,159802,0,62377,97425,9779,9779,NA,3360,6419,7796,7796,NA,2608,5188,3777,3777,NA,1615,2162,9394,9394,NA,70,9324,32781,32781,NA,NA,32781,2358,2358,NA,0,2358,9212,9212,NA,NA,9212,20328,20328,NA,5560,14768,5963,5963,NA,2670,3293,4465,4465,0,NA,4465,7455,7455,NA,NA,7455,46494,46494,NA,46494,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,1699,1699,0,644,1055,68,68,NA,0,68,4,4,NA,0,4,26,26,NA,6,20,0,0,NA,0,0,63,63,NA,NA,63,43,43,NA,0,43,33,33,NA,NA,33,93,93,NA,0,93,634,634,NA,570,64,225,225,0,NA,225,442,442,NA,NA,442,68,68,NA,68,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,710,701,9,37,673,83,83,NA,0,83,47,47,NA,0,47,21,21,NA,21,0,13,13,NA,0,13,131,131,NA,NA,131,0,0,NA,0,0,56,56,NA,NA,56,67,67,NA,0,67,9,9,NA,0,9,31,22,9,NA,31,236,236,NA,NA,236,16,16,NA,16,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,18248,17486,762,535,17713,766,766,NA,71,695,1843,1843,NA,66,1777,1386,1386,NA,59,1327,2438,2438,NA,0,2438,3301,3301,NA,NA,3301,863,863,NA,0,863,1868,1868,NA,NA,1868,1594,1594,NA,0,1594,1429,1429,NA,244,1185,1544,782,762,NA,1544,1121,1121,NA,NA,1121,95,95,NA,95,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,6876,6244,632,2158,4718,955,955,NA,485,470,362,362,NA,215,147,290,290,NA,160,130,228,228,NA,19,209,429,429,NA,NA,429,385,385,NA,67,318,265,265,NA,NA,265,859,859,NA,583,276,372,372,NA,0,372,1600,968,632,0,1600,502,502,NA,NA,502,629,629,NA,629,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,37062,37062,0,10675,26387,3804,3804,NA,1016,2788,3275,3275,NA,943,2332,1968,1968,NA,362,1606,2476,2476,NA,53,2423,3498,3498,NA,NA,3498,1900,1900,NA,264,1636,2308,2308,NA,NA,2308,3720,3720,NA,766,2954,2497,2497,NA,191,2306,2146,2146,0,1,2145,2391,2391,NA,NA,2391,7079,7079,NA,7079,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,50,50,0,12,38,0,0,NA,0,0,5,5,NA,0,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,12,12,NA,0,12,3,3,NA,NA,3,18,18,NA,0,18,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,12,12,NA,12,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,8,8,0,5,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,5,5,NA,5,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,44,44,0,26,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,26,26,NA,26,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,38914,38686,228,12220,26694,3536,3536,NA,900,2636,3217,3217,NA,934,2283,2043,2043,NA,254,1789,2673,2673,NA,108,2565,4337,4337,NA,NA,4337,1772,1772,NA,186,1586,2335,2335,NA,NA,2335,3636,3636,NA,636,3000,2756,2756,NA,215,2541,1302,1074,228,2,1300,2322,2322,NA,NA,2322,8985,8985,NA,8985,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,38017,37808,209,11618,26399,3397,3397,NA,844,2553,3108,3108,NA,886,2222,2091,2091,NA,257,1834,2716,2716,NA,120,2596,4257,4257,NA,NA,4257,1710,1710,NA,176,1534,2332,2332,NA,NA,2332,3537,3537,NA,511,3026,2734,2734,NA,214,2520,1199,990,209,12,1187,2338,2338,NA,NA,2338,8598,8598,NA,8598,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,38516,38304,212,11273,27243,3444,3444,NA,814,2630,3252,3252,NA,893,2359,2240,2240,NA,248,1992,2873,2873,NA,115,2758,4353,4353,NA,NA,4353,1661,1661,NA,168,1493,2405,2405,NA,NA,2405,3638,3638,NA,523,3115,2767,2767,NA,225,2542,1198,986,212,8,1190,2406,2406,NA,NA,2406,8279,8279,NA,8279,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,26449,26449,0,7642,18807,1943,1943,NA,580,1363,2054,2054,NA,254,1800,1356,1356,NA,304,1052,2374,2374,NA,42,2332,2366,2366,NA,NA,2366,1262,1262,NA,121,1141,1855,1855,NA,NA,1855,2337,2337,NA,583,1754,1326,1326,NA,92,1234,1911,1911,0,0,1911,1999,1999,NA,NA,1999,5666,5666,NA,5666,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,38854,38660,194,12241,26613,3536,3536,NA,900,2636,3203,3203,NA,934,2269,2061,2061,NA,254,1807,2673,2673,NA,108,2565,4266,4266,NA,NA,4266,1787,1787,NA,186,1601,2313,2313,NA,NA,2313,3633,3633,NA,636,2997,2754,2754,NA,215,2539,1259,1065,194,2,1257,2363,2363,NA,NA,2363,9006,9006,NA,9006,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,37874,37695,179,11614,26260,3397,3397,NA,844,2553,3115,3115,NA,886,2229,2099,2099,NA,257,1842,2716,2716,NA,120,2596,4172,4172,NA,NA,4172,1709,1709,NA,176,1533,2309,2309,NA,NA,2309,3526,3526,NA,511,3015,2719,2719,NA,214,2505,1165,986,179,12,1153,2353,2353,NA,NA,2353,8594,8594,NA,8594,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,38152,37971,181,11250,26902,3444,3444,NA,814,2630,3257,3257,NA,893,2364,2235,2235,NA,248,1987,2873,2873,NA,115,2758,4204,4204,NA,NA,4204,1658,1658,NA,168,1490,2370,2370,NA,NA,2370,3595,3595,NA,523,3072,2754,2754,NA,225,2529,1155,974,181,8,1147,2351,2351,NA,NA,2351,8256,8256,NA,8256,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,9723,9624,99,4833,4890,832,832,NA,580,252,553,553,NA,254,299,414,414,NA,301,113,210,210,NA,42,168,859,859,NA,NA,859,352,352,NA,121,231,416,416,NA,NA,416,992,992,NA,583,409,394,394,NA,85,309,1119,1020,99,0,1119,715,715,NA,NA,715,2867,2867,NA,2867,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,15,15,0,1,14,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,14,14,NA,NA,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,35,18,17,2,33,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,16,16,NA,NA,16,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,25,25,0,1,24,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,14,14,NA,NA,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,8054,8014,40,6145,1909,191,191,NA,32,159,379,379,NA,181,198,247,247,NA,146,101,331,331,NA,0,331,90,90,NA,NA,90,293,293,NA,181,112,121,121,NA,NA,121,718,718,NA,469,249,135,135,NA,99,36,201,161,40,0,201,311,311,NA,NA,311,5037,5037,NA,5037,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,5361,5326,35,3792,1569,170,170,NA,18,152,248,248,NA,169,79,178,178,NA,49,129,312,312,NA,0,312,76,76,NA,NA,76,286,286,NA,178,108,54,54,NA,NA,54,595,595,NA,383,212,67,67,NA,37,30,158,123,35,0,158,259,259,NA,NA,259,2958,2958,NA,2958,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,38,0,38,0,38,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,38,0,38,0,38,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,47,0,47,0,47,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,47,0,47,0,47,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,29,0,29,0,29,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,29,0,29,0,29,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,211,211,0,69,142,0,0,NA,0,0,19,19,NA,0,19,42,42,NA,0,42,0,0,NA,0,0,25,25,NA,NA,25,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,56,56,NA,0,56,0,0,0,0,0,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,39290,38502,788,11022,28268,3082,3082,NA,404,2678,3332,3332,NA,949,2383,2119,2119,NA,220,1899,2897,2897,NA,125,2772,4392,4392,NA,NA,4392,1813,1813,NA,199,1614,2530,2530,NA,NA,2530,3743,3743,NA,567,3176,2715,2715,NA,185,2530,1911,1123,788,14,1897,2397,2397,NA,NA,2397,8359,8359,NA,8359,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,20431,20035,396,5490,14941,1586,1586,NA,208,1378,1758,1758,NA,493,1265,1150,1150,NA,106,1044,1552,1552,NA,67,1485,2318,2318,NA,NA,2318,933,933,NA,109,824,1385,1385,NA,NA,1385,2023,2023,NA,320,1703,1438,1438,NA,105,1333,979,583,396,4,975,1231,1231,NA,NA,1231,4078,4078,NA,4078,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,18363,17971,392,5050,13313,1496,1496,NA,196,1300,1524,1524,NA,456,1068,982,982,NA,114,868,1345,1345,NA,58,1287,2097,2097,NA,NA,2097,876,876,NA,90,786,1172,1172,NA,NA,1172,1725,1725,NA,247,1478,1274,1274,NA,80,1194,926,534,392,4,922,1141,1141,NA,NA,1141,3805,3805,NA,3805,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,12,12,0,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,4779,4779,0,1465,3314,124,124,NA,30,94,208,208,NA,0,208,171,171,NA,0,171,54,54,NA,0,54,646,646,NA,NA,646,300,300,NA,75,225,441,441,NA,NA,441,778,778,NA,367,411,410,410,NA,111,299,57,57,0,6,51,714,714,NA,NA,714,876,876,NA,876,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,240,212,28,37,203,20,20,NA,0,20,0,0,NA,0,0,64,64,NA,0,64,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,31,31,NA,NA,31,43,43,NA,0,43,11,11,NA,0,11,28,0,28,0,28,0,0,NA,NA,0,37,37,NA,37,NA
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,31553,31414,139,6546,25007,2760,2760,NA,556,2204,2954,2954,NA,481,2473,2045,2045,NA,213,1832,2664,2664,NA,147,2517,3474,3474,NA,NA,3474,1598,1598,NA,155,1443,2240,2240,NA,NA,2240,3559,3559,NA,680,2879,2393,2393,NA,130,2263,1155,1016,139,0,1155,2527,2527,NA,NA,2527,4184,4184,NA,4184,NA
