Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,5371,4071,1300,829,4542,273,273,NA,227,46,478,478,NA,386,92,121,121,NA,0,121,69,69,NA,35,34,286,286,NA,NA,286,261,261,NA,60,201,395,395,NA,NA,395,461,461,NA,0,461,386,386,NA,7,379,1994,694,1300,NA,1994,533,533,NA,NA,533,114,114,NA,114,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,1288,1240,48,738,550,39,39,NA,34,5,82,82,NA,36,46,10,10,NA,0,10,45,45,NA,0,45,48,48,NA,NA,48,652,652,NA,614,38,63,63,NA,NA,63,236,236,NA,52,184,29,29,NA,2,27,69,21,48,NA,69,15,15,NA,NA,15,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,1470,1425,45,795,675,64,64,NA,28,36,116,116,NA,51,65,9,9,NA,0,9,49,49,NA,0,49,49,49,NA,NA,49,732,732,NA,667,65,79,79,NA,NA,79,229,229,NA,36,193,38,38,NA,13,25,60,15,45,NA,60,45,45,NA,NA,45,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,701,647,54,230,471,36,36,NA,34,2,51,51,NA,22,29,10,10,NA,0,10,32,32,NA,0,32,34,34,NA,NA,34,158,158,NA,120,38,63,63,NA,NA,63,222,222,NA,52,170,16,16,NA,2,14,75,21,54,NA,75,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,826,775,51,271,555,42,42,NA,28,14,65,65,NA,30,35,9,9,NA,0,9,26,26,NA,0,26,31,31,NA,NA,31,232,232,NA,167,65,79,79,NA,NA,79,210,210,NA,36,174,23,23,NA,10,13,66,15,51,NA,66,43,43,NA,NA,43,0,0,NA,0,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,7,6,1,0,7,0,0,NA,0,0,2,2,NA,0,2,1,1,NA,0,1,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,3900,3391,509,1113,2787,0,0,NA,0,0,436,436,NA,340,96,480,480,NA,0,480,332,332,NA,0,332,5,5,NA,NA,5,145,145,NA,0,145,277,277,NA,NA,277,283,283,NA,0,283,489,489,NA,265,224,755,246,509,NA,755,190,190,NA,NA,190,508,508,NA,508,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,4980,3715,1265,763,4217,911,911,NA,0,911,131,131,NA,0,131,48,48,NA,3,45,102,102,NA,25,77,460,460,NA,NA,460,225,225,NA,35,190,243,243,NA,NA,243,497,497,NA,239,258,138,138,NA,0,138,1379,114,1265,NA,1379,385,385,NA,NA,385,461,461,NA,461,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,773,386,387,354,419,0,0,NA,0,0,17,17,NA,0,17,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,15,15,NA,0,15,387,0,387,NA,387,0,0,NA,NA,0,354,354,NA,354,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,74,73,1,71,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,71,71,NA,71,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,5459,5304,155,803,4656,674,674,NA,62,612,445,445,NA,5,440,544,544,NA,136,408,495,495,NA,10,485,572,572,NA,NA,572,266,266,NA,2,264,298,298,NA,NA,298,563,563,NA,40,523,375,375,NA,36,339,356,201,155,NA,356,359,359,NA,NA,359,512,512,NA,512,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,889,881,8,324,565,59,59,NA,48,11,107,107,NA,16,91,115,115,NA,100,15,22,22,NA,0,22,70,70,NA,NA,70,85,85,NA,0,85,71,71,NA,NA,71,171,171,NA,142,29,93,93,NA,11,82,42,34,8,NA,42,47,47,NA,NA,47,7,7,NA,7,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,19,19,0,3,16,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,8,8,NA,0,8,0,0,NA,NA,0,6,6,NA,0,6,0,0,NA,0,0,0,0,0,NA,0,2,2,NA,NA,2,3,3,NA,3,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,1412,1398,14,76,1336,36,36,NA,3,33,239,239,NA,12,227,80,80,NA,11,69,47,47,NA,1,46,365,365,NA,NA,365,26,26,NA,0,26,194,194,NA,NA,194,132,132,NA,5,127,37,37,NA,1,36,88,74,14,NA,88,125,125,NA,NA,125,43,43,NA,43,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,221,204,17,2,219,2,2,NA,0,2,22,22,NA,0,22,4,4,NA,0,4,18,18,NA,2,16,117,117,NA,NA,117,5,5,NA,0,5,7,7,NA,NA,7,1,1,NA,0,1,15,15,NA,0,15,19,2,17,NA,19,11,11,NA,NA,11,0,0,NA,0,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,59651,59635,16,15860,43791,4302,4302,NA,298,4004,4538,4538,NA,313,4225,3293,3293,NA,14,3279,4615,4615,NA,43,4572,7108,7108,NA,NA,7108,2381,2381,NA,0,2381,4227,4227,NA,NA,4227,5103,5103,NA,346,4757,3811,3811,NA,0,3811,1727,1711,16,NA,1727,3700,3700,NA,NA,3700,14846,14846,NA,14846,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,129927,129927,0,49993,79934,7689,7689,NA,2680,5009,6614,6614,NA,2223,4391,2923,2923,NA,1095,1828,8010,8010,NA,61,7949,26904,26904,NA,NA,26904,2038,2038,NA,0,2038,7359,7359,NA,NA,7359,15371,15371,NA,3760,11611,4470,4470,NA,1710,2760,3855,3855,0,NA,3855,6230,6230,NA,NA,6230,38464,38464,NA,38464,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,1593,1593,0,644,949,49,49,NA,0,49,4,4,NA,0,4,26,26,NA,6,20,0,0,NA,0,0,63,63,NA,NA,63,27,27,NA,0,27,23,23,NA,NA,23,93,93,NA,0,93,634,634,NA,570,64,225,225,0,NA,225,381,381,NA,NA,381,68,68,NA,68,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,630,624,6,21,609,59,59,NA,0,59,45,45,NA,0,45,13,13,NA,13,0,13,13,NA,0,13,124,124,NA,NA,124,0,0,NA,0,0,54,54,NA,NA,54,62,62,NA,0,62,6,6,NA,0,6,28,22,6,NA,28,218,218,NA,NA,218,8,8,NA,8,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,15086,14374,712,391,14695,579,579,NA,59,520,1479,1479,NA,0,1479,1118,1118,NA,50,1068,1998,1998,NA,0,1998,2792,2792,NA,NA,2792,727,727,NA,0,727,1569,1569,NA,NA,1569,1361,1361,NA,0,1361,1164,1164,NA,204,960,1271,559,712,NA,1271,950,950,NA,NA,950,78,78,NA,78,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,5629,5199,430,1745,3884,755,755,NA,379,376,294,294,NA,177,117,274,274,NA,160,114,195,195,NA,19,176,346,346,NA,NA,346,319,319,NA,50,269,215,215,NA,NA,215,647,647,NA,453,194,309,309,NA,0,309,1371,941,430,0,1371,397,397,NA,NA,397,507,507,NA,507,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,29650,29650,0,8598,21052,3082,3082,NA,820,2262,2578,2578,NA,719,1859,1568,1568,NA,284,1284,1996,1996,NA,41,1955,2825,2825,NA,NA,2825,1542,1542,NA,201,1341,1932,1932,NA,NA,1932,3050,3050,NA,636,2414,2039,2039,NA,151,1888,1327,1327,0,1,1326,1966,1966,NA,NA,1966,5745,5745,NA,5745,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,29,29,0,8,21,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,3,3,NA,NA,3,18,18,NA,0,18,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,8,8,0,5,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,5,5,NA,5,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,41,41,0,23,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,23,23,NA,23,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,32183,32002,181,10142,22041,2933,2933,NA,732,2201,2611,2611,NA,737,1874,1712,1712,NA,216,1496,2213,2213,NA,81,2132,3585,3585,NA,NA,3585,1457,1457,NA,156,1301,1974,1974,NA,NA,1974,3048,3048,NA,567,2481,2269,2269,NA,186,2083,998,817,181,0,998,1916,1916,NA,NA,1916,7467,7467,NA,7467,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,31692,31525,167,9721,21971,2799,2799,NA,692,2107,2530,2530,NA,703,1827,1762,1762,NA,216,1546,2252,2252,NA,97,2155,3571,3571,NA,NA,3571,1418,1418,NA,148,1270,1995,1995,NA,NA,1995,2980,2980,NA,449,2531,2269,2269,NA,181,2088,929,762,167,8,921,1960,1960,NA,NA,1960,7227,7227,NA,7227,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,31983,31821,162,9330,22653,2850,2850,NA,666,2184,2630,2630,NA,708,1922,1887,1887,NA,199,1688,2363,2363,NA,87,2276,3644,3644,NA,NA,3644,1357,1357,NA,130,1227,2032,2032,NA,NA,2032,3030,3030,NA,446,2584,2294,2294,NA,174,2120,964,802,162,2,962,2014,2014,NA,NA,2014,6918,6918,NA,6918,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,21022,21022,0,6130,14892,1570,1570,NA,474,1096,1638,1638,NA,204,1434,1091,1091,NA,232,859,1925,1925,NA,36,1889,1935,1935,NA,NA,1935,1020,1020,NA,81,939,1538,1538,NA,NA,1538,1871,1871,NA,453,1418,1106,1106,NA,76,1030,1158,1158,0,0,1158,1596,1596,NA,NA,1596,4574,4574,NA,4574,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,32152,31986,166,10163,21989,2933,2933,NA,732,2201,2597,2597,NA,737,1860,1722,1722,NA,216,1506,2213,2213,NA,81,2132,3515,3515,NA,NA,3515,1472,1472,NA,156,1316,1952,1952,NA,NA,1952,3045,3045,NA,567,2478,2275,2275,NA,186,2089,983,817,166,0,983,1957,1957,NA,NA,1957,7488,7488,NA,7488,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,31569,31413,156,9717,21852,2799,2799,NA,692,2107,2537,2537,NA,703,1834,1766,1766,NA,216,1550,2252,2252,NA,97,2155,3487,3487,NA,NA,3487,1417,1417,NA,148,1269,1972,1972,NA,NA,1972,2969,2969,NA,449,2520,2254,2254,NA,181,2073,918,762,156,8,910,1975,1975,NA,NA,1975,7223,7223,NA,7223,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,31699,31547,152,9307,22392,2850,2850,NA,666,2184,2635,2635,NA,708,1927,1879,1879,NA,199,1680,2363,2363,NA,87,2276,3497,3497,NA,NA,3497,1352,1352,NA,130,1222,1997,1997,NA,NA,1997,2996,2996,NA,446,2550,2278,2278,NA,174,2104,949,797,152,2,947,2008,2008,NA,NA,2008,6895,6895,NA,6895,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,7316,7316,0,3758,3558,658,658,NA,474,184,431,431,NA,204,227,327,327,NA,230,97,173,173,NA,36,137,722,722,NA,NA,722,275,275,NA,81,194,330,330,NA,NA,330,761,761,NA,453,308,321,321,NA,72,249,494,494,0,0,494,616,616,NA,NA,616,2208,2208,NA,2208,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,19,2,17,2,17,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,6355,6319,36,4818,1537,178,178,NA,32,146,164,164,NA,0,164,192,192,NA,108,84,258,258,NA,0,258,87,87,NA,NA,87,249,249,NA,151,98,110,110,NA,NA,110,585,585,NA,400,185,102,102,NA,71,31,115,79,36,0,115,259,259,NA,NA,259,4056,4056,NA,4056,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,3981,3952,29,2742,1239,156,156,NA,18,138,58,58,NA,0,58,111,111,NA,0,111,233,233,NA,0,233,72,72,NA,NA,72,216,216,NA,140,76,49,49,NA,NA,49,475,475,NA,306,169,37,37,NA,12,25,101,72,29,0,101,207,207,NA,NA,207,2266,2266,NA,2266,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,29,0,29,0,29,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,29,0,29,0,29,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,37,0,37,0,37,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,37,0,37,0,37,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,26,0,26,0,26,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,26,0,26,0,26,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,187,187,0,69,118,0,0,NA,0,0,15,15,NA,0,15,28,28,NA,0,28,0,0,NA,0,0,19,19,NA,NA,19,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,56,56,NA,0,56,0,0,0,0,0,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,32456,31800,656,9163,23293,2502,2502,NA,320,2182,2624,2624,NA,724,1900,1776,1776,NA,189,1587,2399,2399,NA,94,2305,3677,3677,NA,NA,3677,1494,1494,NA,165,1329,2122,2122,NA,NA,2122,3110,3110,NA,495,2615,2248,2248,NA,151,2097,1523,867,656,8,1515,1964,1964,NA,NA,1964,7017,7017,NA,7017,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,16861,16531,330,4588,12273,1288,1288,NA,162,1126,1390,1390,NA,374,1016,951,951,NA,92,859,1280,1280,NA,50,1230,1923,1923,NA,NA,1923,763,763,NA,90,673,1173,1173,NA,NA,1173,1681,1681,NA,288,1393,1185,1185,NA,86,1099,788,458,330,4,784,997,997,NA,NA,997,3442,3442,NA,3442,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,15173,14847,326,4204,10969,1214,1214,NA,158,1056,1201,1201,NA,350,851,824,824,NA,97,727,1119,1119,NA,44,1075,1746,1746,NA,NA,1746,727,727,NA,75,652,975,975,NA,NA,975,1434,1434,NA,207,1227,1056,1056,NA,65,991,735,409,326,4,731,938,938,NA,NA,938,3204,3204,NA,3204,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,12,12,0,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,3957,3957,0,1188,2769,92,92,NA,30,62,147,147,NA,0,147,154,154,NA,0,154,33,33,NA,0,33,587,587,NA,NA,587,274,274,NA,75,199,414,414,NA,NA,414,574,574,NA,295,279,375,375,NA,111,264,3,3,0,0,3,627,627,NA,NA,627,677,677,NA,677,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,183,155,28,37,146,20,20,NA,0,20,0,0,NA,0,0,26,26,NA,0,26,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,31,31,NA,NA,31,24,24,NA,0,24,11,11,NA,0,11,28,0,28,0,28,0,0,NA,NA,0,37,37,NA,37,NA
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,23539,23419,120,4827,18712,1887,1887,NA,484,1403,1954,1954,NA,265,1689,1556,1556,NA,180,1376,2052,2052,NA,98,1954,2581,2581,NA,NA,2581,1286,1286,NA,126,1160,1796,1796,NA,NA,1796,2656,2656,NA,492,2164,1894,1894,NA,115,1779,727,607,120,0,727,2083,2083,NA,NA,2083,3067,3067,NA,3067,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,22471,22351,120,4789,17682,1648,1648,NA,227,1421,1953,1953,NA,265,1688,1432,1432,NA,170,1262,2039,2039,NA,98,1941,2412,2412,NA,NA,2412,1232,1232,NA,120,1112,1849,1849,NA,NA,1849,2525,2525,NA,398,2127,1784,1784,NA,133,1651,727,607,120,0,727,1492,1492,NA,NA,1492,3378,3378,NA,3378,NA
