Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,21573,18733,2840,4380,17193,1052,1052,NA,889,163,1348,1348,NA,973,375,415,415,NA,70,345,633,633,NA,110,523,972,972,NA,NA,972,815,815,NA,182,633,1180,1180,NA,NA,1180,2239,2239,NA,889,1350,1470,1470,NA,69,1401,8531,5691,2840,0,8531,1720,1720,NA,NA,1720,1198,1198,NA,1198,NA
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,17591,14908,2683,3144,14447,893,893,NA,799,94,1182,1182,NA,973,209,224,224,NA,0,224,294,294,NA,110,184,831,831,NA,NA,831,611,611,NA,182,429,730,730,NA,NA,730,2055,2055,NA,715,1340,889,889,NA,59,830,8240,5557,2683,NA,8240,1336,1336,NA,NA,1336,306,306,NA,306,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,3057,2947,110,1710,1347,113,113,NA,94,19,243,243,NA,83,160,16,16,NA,0,16,109,109,NA,0,109,112,112,NA,NA,112,1480,1480,NA,1390,90,139,139,NA,NA,139,513,513,NA,127,386,89,89,NA,16,73,224,114,110,NA,224,19,19,NA,NA,19,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,3461,3360,101,1670,1791,198,198,NA,80,118,343,343,NA,135,208,15,15,NA,0,15,115,115,NA,0,115,135,135,NA,NA,135,1460,1460,NA,1330,130,165,165,NA,NA,165,498,498,NA,95,403,87,87,NA,23,64,302,201,101,NA,302,136,136,NA,NA,136,7,7,NA,7,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,1526,1410,116,334,1192,65,65,NA,62,3,150,150,NA,22,128,16,16,NA,0,16,98,98,NA,0,98,68,68,NA,NA,68,238,238,NA,120,118,142,142,NA,NA,142,474,474,NA,114,360,44,44,NA,16,28,227,111,116,NA,227,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,1899,1792,107,346,1553,128,128,NA,48,80,188,188,NA,30,158,15,15,NA,0,15,85,85,NA,0,85,66,66,NA,NA,66,318,318,NA,167,151,168,168,NA,NA,168,449,449,NA,79,370,45,45,NA,20,25,306,199,107,NA,306,129,129,NA,NA,129,2,2,NA,2,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,13,12,1,2,11,0,0,NA,0,0,3,3,NA,1,2,2,2,NA,0,2,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,1,1,NA,1,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,8178,7343,835,2438,5740,0,0,NA,0,0,1067,1067,NA,812,255,928,928,NA,80,848,635,635,NA,40,595,210,210,NA,NA,210,312,312,NA,0,312,544,544,NA,NA,544,655,655,NA,12,643,839,839,NA,450,389,1310,475,835,NA,1310,634,634,NA,NA,634,1044,1044,NA,1044,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,10602,7089,3513,1514,9088,1881,1881,NA,36,1845,180,180,NA,1,179,78,78,NA,4,74,238,238,NA,36,202,631,631,NA,NA,631,486,486,NA,58,428,524,524,NA,NA,524,924,924,NA,434,490,196,196,NA,0,196,3662,149,3513,NA,3662,857,857,NA,NA,857,945,945,NA,945,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,1789,1066,723,1029,760,0,0,NA,0,0,25,25,NA,6,19,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,20,20,NA,20,0,15,15,NA,0,15,723,0,723,NA,723,3,3,NA,NA,3,1003,1003,NA,1003,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,191,173,18,171,20,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,18,0,18,NA,18,0,0,NA,NA,0,171,171,NA,171,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,13711,13299,412,1764,11947,1577,1577,NA,166,1411,1259,1259,NA,56,1203,1183,1183,NA,189,994,1107,1107,NA,14,1093,1584,1584,NA,NA,1584,687,687,NA,11,676,831,831,NA,NA,831,1520,1520,NA,53,1467,888,888,NA,65,823,937,525,412,NA,937,928,928,NA,NA,928,1210,1210,NA,1210,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,2714,2687,27,1055,1659,223,223,NA,100,123,306,306,NA,98,208,204,204,NA,153,51,95,95,NA,22,73,262,262,NA,NA,262,213,213,NA,0,213,203,203,NA,NA,203,763,763,NA,606,157,168,168,NA,32,136,102,75,27,NA,102,131,131,NA,NA,131,44,44,NA,44,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,53,51,2,12,41,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,6,6,NA,NA,6,9,9,NA,0,9,0,0,NA,NA,0,19,19,NA,6,13,7,7,NA,1,6,2,0,2,NA,2,3,3,NA,NA,3,5,5,NA,5,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,3606,3544,62,178,3428,137,137,NA,5,132,581,581,NA,30,551,180,180,NA,25,155,125,125,NA,3,122,905,905,NA,NA,905,137,137,NA,0,137,438,438,NA,NA,438,370,370,NA,5,365,85,85,NA,8,77,241,179,62,NA,241,305,305,NA,NA,305,102,102,NA,102,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,455,430,25,15,440,13,13,NA,0,13,51,51,NA,0,51,17,17,NA,0,17,32,32,NA,2,30,142,142,NA,NA,142,16,16,NA,0,16,44,44,NA,NA,44,23,23,NA,0,23,39,39,NA,0,39,28,3,25,NA,28,37,37,NA,NA,37,13,13,NA,13,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,45,32,13,31,14,0,0,NA,0,0,28,28,NA,28,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,3,3,NA,3,0,0,0,NA,0,0,13,0,13,NA,13,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,4,3,1,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,3,3,NA,NA,3,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,147768,147509,259,40818,106950,10488,10488,NA,1300,9188,11162,11162,NA,825,10337,7953,7953,NA,28,7925,11161,11161,NA,72,11089,18069,18069,NA,NA,18069,5873,5873,NA,0,5873,9942,9942,NA,NA,9942,12331,12331,NA,401,11930,9484,9484,NA,0,9484,4444,4185,259,NA,4444,8669,8669,NA,NA,8669,38192,38192,NA,38192,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,345213,343969,1244,145921,199292,21448,21448,NA,7100,14348,17414,17414,NA,7233,10181,9294,9294,NA,4795,4499,18102,18102,NA,139,17963,64757,64757,NA,NA,64757,4721,4721,NA,0,4721,18756,18756,NA,NA,18756,44881,44881,NA,12100,32781,11182,11182,NA,4480,6702,9838,8594,1244,NA,9838,14746,14746,NA,NA,14746,110074,110074,NA,110074,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,3703,3677,26,678,3025,217,217,NA,0,217,234,234,NA,0,234,55,55,NA,6,49,30,30,NA,30,0,75,75,NA,NA,75,43,43,NA,0,43,72,72,NA,NA,72,1121,1121,NA,0,1121,712,712,NA,570,142,311,285,26,NA,311,761,761,NA,NA,761,72,72,NA,72,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,1097,1064,33,125,972,115,115,NA,0,115,66,66,NA,0,66,53,53,NA,53,0,19,19,NA,0,19,145,145,NA,NA,145,7,7,NA,0,7,90,90,NA,NA,90,173,173,NA,0,173,13,13,NA,0,13,55,22,33,NA,55,289,289,NA,NA,289,72,72,NA,72,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,37379,36312,1067,1980,35399,1962,1962,NA,178,1784,4340,4340,NA,829,3511,3033,3033,NA,309,2724,4792,4792,NA,0,4792,6775,6775,NA,NA,6775,2029,2029,NA,0,2029,3472,3472,NA,NA,3472,3134,3134,NA,0,3134,2856,2856,NA,397,2459,2852,1785,1067,NA,2852,1867,1867,NA,NA,1867,267,267,NA,267,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,15942,13154,2788,5584,10358,2078,2078,NA,1032,1046,992,992,NA,741,251,578,578,NA,278,300,507,507,NA,19,488,1181,1181,NA,NA,1181,864,864,NA,280,584,457,457,NA,NA,457,2037,2037,NA,1445,592,646,646,NA,0,646,3903,1115,2788,0,3903,910,910,NA,NA,910,1789,1789,NA,1789,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,78321,78321,0,21590,56731,7773,7773,NA,2030,5743,6300,6300,NA,1736,4564,4214,4214,NA,699,3515,5158,5158,NA,166,4992,7605,7605,NA,NA,7605,3980,3980,NA,600,3380,4792,4792,NA,NA,4792,7703,7703,NA,1570,6133,5170,5170,NA,409,4761,6259,6259,0,11,6248,4998,4998,NA,NA,4998,14369,14369,NA,14369,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,247,247,0,30,217,0,0,NA,0,0,62,62,NA,0,62,8,8,NA,0,8,0,0,NA,0,0,47,47,NA,NA,47,12,12,NA,0,12,20,20,NA,NA,20,18,18,NA,0,18,0,0,NA,0,0,59,59,0,9,50,0,0,NA,NA,0,21,21,NA,21,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,46,46,0,14,32,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,0,2,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,0,0,29,29,0,5,24,0,0,NA,NA,0,9,9,NA,9,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,196,149,47,28,168,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,NA,20,36,36,NA,0,36,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,110,63,47,0,110,0,0,NA,NA,0,28,28,NA,28,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,82085,81064,1021,24505,57580,7511,7511,NA,1914,5597,6991,6991,NA,2071,4920,4518,4518,NA,522,3996,5575,5575,NA,257,5318,9041,9041,NA,NA,9041,3906,3906,NA,417,3489,4956,4956,NA,NA,4956,7982,7982,NA,1574,6408,5802,5802,NA,427,5375,3495,2474,1021,16,3479,5001,5001,NA,NA,5001,17307,17307,NA,17307,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,80239,79267,972,23531,56708,7202,7202,NA,1774,5428,6860,6860,NA,1998,4862,4480,4480,NA,517,3963,5668,5668,NA,297,5371,8965,8965,NA,NA,8965,3669,3669,NA,351,3318,4825,4825,NA,NA,4825,7880,7880,NA,1466,6414,5808,5808,NA,432,5376,3289,2317,972,32,3257,4929,4929,NA,NA,4929,16664,16664,NA,16664,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,80558,79623,935,22945,57613,7201,7201,NA,1708,5493,6958,6958,NA,1920,5038,4691,4691,NA,532,4159,5746,5746,NA,292,5454,9072,9072,NA,NA,9072,3590,3590,NA,337,3253,4885,4885,NA,NA,4885,7933,7933,NA,1486,6447,5876,5876,NA,428,5448,3411,2476,935,9,3402,4962,4962,NA,NA,4962,16233,16233,NA,16233,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,56236,56236,0,16584,39652,4106,4106,NA,1127,2979,4292,4292,NA,787,3505,3164,3164,NA,646,2518,4687,4687,NA,111,4576,5024,5024,NA,NA,5024,2571,2571,NA,364,2207,3452,3452,NA,NA,3452,4942,4942,NA,1391,3551,2565,2565,NA,166,2399,5390,5390,0,13,5377,4064,4064,NA,NA,4064,11979,11979,NA,11979,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,82737,81870,867,24306,58431,7511,7511,NA,1914,5597,6971,6971,NA,2071,4900,4526,4526,NA,522,4004,5575,5575,NA,257,5318,8984,8984,NA,NA,8984,3807,3807,NA,278,3529,6039,6039,NA,NA,6039,7973,7973,NA,1574,6399,5727,5727,NA,403,5324,3306,2439,867,17,3289,5048,5048,NA,NA,5048,17270,17270,NA,17270,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,80024,79143,881,23572,56452,7202,7202,NA,1774,5428,6869,6869,NA,1998,4871,4489,4489,NA,517,3972,5668,5668,NA,297,5371,8908,8908,NA,NA,8908,3668,3668,NA,351,3317,4793,4793,NA,NA,4793,7856,7856,NA,1466,6390,5734,5734,NA,432,5302,3191,2310,881,40,3151,4949,4949,NA,NA,4949,16697,16697,NA,16697,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,79974,79047,927,22825,57149,7201,7201,NA,1708,5493,6959,6959,NA,1920,5039,4682,4682,NA,532,4150,5746,5746,NA,292,5454,8927,8927,NA,NA,8927,3503,3503,NA,272,3231,4839,4839,NA,NA,4839,7882,7882,NA,1486,6396,5800,5800,NA,428,5372,3373,2446,927,8,3365,4883,4883,NA,NA,4883,16179,16179,NA,16179,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,23922,21852,2070,10609,13313,1927,1927,NA,1127,800,1346,1346,NA,787,559,872,872,NA,643,229,506,506,NA,111,395,1743,1743,NA,NA,1743,866,866,NA,369,497,868,868,NA,NA,868,2312,2312,NA,1391,921,785,785,NA,183,602,5516,3446,2070,0,5516,1183,1183,NA,NA,1183,5998,5998,NA,5998,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,95,95,0,8,87,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,79,79,NA,NA,79,0,0,NA,0,0,8,8,NA,NA,8,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,115,98,17,2,113,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,96,96,NA,NA,96,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,128,124,4,1,127,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,101,101,NA,NA,101,0,0,NA,0,0,12,12,NA,NA,12,0,0,NA,0,0,0,0,NA,0,0,4,0,4,0,4,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,23629,23419,210,13951,9678,909,909,NA,392,517,2062,2062,NA,829,1233,1180,1180,NA,414,766,1210,1210,NA,29,1181,1326,1326,NA,NA,1326,878,878,NA,412,466,700,700,NA,NA,700,1969,1969,NA,1281,688,701,701,NA,311,390,1219,1009,210,6,1213,1198,1198,NA,NA,1198,10277,10277,NA,10277,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,17390,17192,198,9968,7422,503,503,NA,18,485,1323,1323,NA,586,737,1120,1120,NA,333,787,1063,1063,NA,38,1025,1112,1112,NA,NA,1112,706,706,NA,348,358,359,359,NA,NA,359,1822,1822,NA,1186,636,397,397,NA,229,168,795,597,198,0,795,960,960,NA,NA,960,7230,7230,NA,7230,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,97,0,97,0,97,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,97,0,97,0,97,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,80,0,80,0,80,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,80,0,80,0,80,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,50,0,50,0,50,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,50,0,50,0,50,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,356,314,42,69,287,0,0,NA,0,0,32,32,NA,0,32,42,42,NA,0,42,0,0,NA,0,0,45,45,NA,NA,45,22,22,NA,0,22,4,4,NA,NA,4,0,0,NA,0,0,100,100,NA,0,100,42,0,42,0,42,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,78295,76487,1808,21926,56369,6061,6061,NA,798,5263,6769,6769,NA,2069,4700,4369,4369,NA,504,3865,5670,5670,NA,285,5385,8759,8759,NA,NA,8759,3546,3546,NA,346,3200,4888,4888,NA,NA,4888,7729,7729,NA,1385,6344,5391,5391,NA,377,5014,4073,2265,1808,49,4024,4927,4927,NA,NA,4927,16113,16113,NA,16113,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,40940,40027,913,11076,29864,3158,3158,NA,414,2744,3588,3588,NA,1087,2501,2330,2330,NA,271,2059,3029,3029,NA,141,2888,4656,4656,NA,NA,4656,1863,1863,NA,186,1677,2655,2655,NA,NA,2655,4166,4166,NA,766,3400,2853,2853,NA,209,2644,2082,1169,913,4,2078,2562,2562,NA,NA,2562,7998,7998,NA,7998,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,36624,35729,895,10191,26433,2903,2903,NA,384,2519,3115,3115,NA,982,2133,1952,1952,NA,233,1719,2641,2641,NA,144,2497,4157,4157,NA,NA,4157,1676,1676,NA,160,1516,2270,2270,NA,NA,2270,3568,3568,NA,619,2949,2558,2558,NA,168,2390,1949,1054,895,4,1945,2338,2338,NA,NA,2338,7497,7497,NA,7497,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,55,55,0,0,55,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,0,20,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,23,23,NA,NA,23,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,8468,8434,34,2686,5782,138,138,NA,30,108,476,476,NA,0,476,431,431,NA,0,431,80,80,NA,0,80,1063,1063,NA,NA,1063,417,417,NA,75,342,532,532,NA,NA,532,2050,2050,NA,1077,973,615,615,NA,111,504,201,167,34,9,192,1081,1081,NA,NA,1081,1384,1384,NA,1384,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,499,457,42,150,349,20,20,NA,0,20,23,23,NA,0,23,66,66,NA,0,66,0,0,NA,0,0,19,19,NA,NA,19,0,0,NA,0,0,56,56,NA,NA,56,92,92,NA,0,92,21,21,NA,0,21,42,0,42,0,42,10,10,NA,NA,10,150,150,NA,150,NA
