Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,19644,17113,2531,3865,15779,969,969,NA,811,158,1243,1243,NA,885,358,348,348,NA,70,278,566,566,NA,89,477,909,909,NA,NA,909,784,784,NA,182,602,1130,1130,NA,NA,1130,1971,1971,NA,701,1270,1398,1398,NA,57,1341,7618,5087,2531,0,7618,1638,1638,NA,NA,1638,1070,1070,NA,1070,NA
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,15931,13521,2410,2694,13237,810,810,NA,721,89,1082,1082,NA,885,197,203,203,NA,0,203,241,241,NA,89,152,797,797,NA,NA,797,601,601,NA,182,419,686,686,NA,NA,686,1787,1787,NA,527,1260,847,847,NA,47,800,7372,4962,2410,NA,7372,1262,1262,NA,NA,1262,243,243,NA,243,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,2810,2700,110,1569,1241,103,103,NA,88,15,224,224,NA,76,148,14,14,NA,0,14,104,104,NA,0,104,106,106,NA,NA,106,1351,1351,NA,1272,79,131,131,NA,NA,131,475,475,NA,118,357,83,83,NA,15,68,202,92,110,NA,202,17,17,NA,NA,17,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,3098,2997,101,1464,1634,178,178,NA,74,104,317,317,NA,122,195,13,13,NA,0,13,111,111,NA,0,111,129,129,NA,NA,129,1275,1275,NA,1158,117,157,157,NA,NA,157,461,461,NA,84,377,84,84,NA,23,61,242,141,101,NA,242,128,128,NA,NA,128,3,3,NA,3,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,1420,1304,116,324,1096,64,64,NA,62,2,138,138,NA,22,116,14,14,NA,0,14,94,94,NA,0,94,62,62,NA,NA,62,227,227,NA,120,107,134,134,NA,NA,134,436,436,NA,105,331,41,41,NA,15,26,206,90,116,NA,206,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,1739,1632,107,335,1404,114,114,NA,48,66,175,175,NA,30,145,13,13,NA,0,13,82,82,NA,0,82,60,60,NA,NA,60,308,308,NA,167,141,160,160,NA,NA,160,412,412,NA,68,344,44,44,NA,20,24,246,139,107,NA,246,123,123,NA,NA,123,2,2,NA,2,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,12,11,1,2,10,0,0,NA,0,0,3,3,NA,1,2,2,2,NA,0,2,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,1,1,NA,1,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,7526,6732,794,2277,5249,0,0,NA,0,0,993,993,NA,756,237,858,858,NA,67,791,606,606,NA,38,568,172,172,NA,NA,172,265,265,NA,0,265,507,507,NA,NA,507,610,610,NA,12,598,755,755,NA,450,305,1228,434,794,NA,1228,578,578,NA,NA,578,954,954,NA,954,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,9917,6758,3159,1394,8523,1866,1866,NA,25,1841,176,176,NA,1,175,78,78,NA,4,74,219,219,NA,35,184,589,589,NA,NA,589,429,429,NA,46,383,504,504,NA,NA,504,844,844,NA,392,452,190,190,NA,0,190,3308,149,3159,NA,3308,823,823,NA,NA,823,891,891,NA,891,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,1639,963,676,926,713,0,0,NA,0,0,23,23,NA,4,19,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,20,20,NA,20,0,15,15,NA,0,15,676,0,676,NA,676,3,3,NA,NA,3,902,902,NA,902,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,178,162,16,160,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,16,0,16,NA,16,0,0,NA,NA,0,160,160,NA,160,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,12531,12163,368,1640,10891,1460,1460,NA,146,1314,1141,1141,NA,56,1085,1092,1092,NA,182,910,1033,1033,NA,13,1020,1429,1429,NA,NA,1429,620,620,NA,11,609,740,740,NA,NA,740,1392,1392,NA,51,1341,821,821,NA,64,757,836,468,368,NA,836,850,850,NA,NA,850,1117,1117,NA,1117,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,2459,2436,23,872,1587,217,217,NA,96,121,276,276,NA,73,203,196,196,NA,148,48,73,73,NA,8,65,256,256,NA,NA,256,211,211,NA,0,211,195,195,NA,NA,195,617,617,NA,481,136,165,165,NA,30,135,89,66,23,NA,89,128,128,NA,NA,128,36,36,NA,36,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,48,46,2,11,37,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,4,4,NA,NA,4,9,9,NA,0,9,0,0,NA,NA,0,17,17,NA,6,11,7,7,NA,1,6,2,0,2,NA,2,3,3,NA,NA,3,4,4,NA,4,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,3279,3237,42,165,3114,126,126,NA,5,121,533,533,NA,28,505,168,168,NA,23,145,114,114,NA,2,112,830,830,NA,NA,830,113,113,NA,0,113,406,406,NA,NA,406,335,335,NA,5,330,80,80,NA,7,73,197,155,42,NA,197,282,282,NA,NA,282,95,95,NA,95,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,407,384,23,5,402,12,12,NA,0,12,49,49,NA,0,49,16,16,NA,0,16,30,30,NA,2,28,140,140,NA,NA,140,8,8,NA,0,8,32,32,NA,NA,32,20,20,NA,0,20,37,37,NA,0,37,25,2,23,NA,25,35,35,NA,NA,35,3,3,NA,3,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,32,23,9,23,9,0,0,NA,0,0,22,22,NA,22,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,9,0,9,NA,9,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,4,3,1,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,3,3,NA,NA,3,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,135040,134886,154,37065,97975,9564,9564,NA,1032,8532,10105,10105,NA,760,9345,7323,7323,NA,26,7297,10273,10273,NA,62,10211,16590,16590,NA,NA,16590,5368,5368,NA,0,5368,9146,9146,NA,NA,9146,11226,11226,NA,396,10830,8721,8721,NA,0,8721,4017,3863,154,NA,4017,7918,7918,NA,NA,7918,34789,34789,NA,34789,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,316814,315901,913,134580,182234,19344,19344,NA,6360,12984,15016,15016,NA,5733,9283,8466,8466,NA,4385,4081,16433,16433,NA,129,16304,59254,59254,NA,NA,59254,4250,4250,NA,0,4250,17347,17347,NA,NA,17347,41143,41143,NA,10969,30174,10618,10618,NA,4480,6138,8832,7919,913,NA,8832,13587,13587,NA,NA,13587,102524,102524,NA,102524,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,3520,3517,3,678,2842,87,87,NA,0,87,234,234,NA,0,234,55,55,NA,6,49,30,30,NA,30,0,75,75,NA,NA,75,43,43,NA,0,43,72,72,NA,NA,72,1098,1098,NA,0,1098,712,712,NA,570,142,288,285,3,NA,288,754,754,NA,NA,754,72,72,NA,72,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,1006,974,32,100,906,108,108,NA,0,108,65,65,NA,0,65,46,46,NA,46,0,13,13,NA,0,13,145,145,NA,NA,145,7,7,NA,0,7,87,87,NA,NA,87,136,136,NA,0,136,13,13,NA,0,13,54,22,32,NA,54,278,278,NA,NA,278,54,54,NA,54,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,34279,33212,1067,1740,32539,1786,1786,NA,147,1639,3984,3984,NA,704,3280,2710,2710,NA,277,2433,4454,4454,NA,0,4454,6082,6082,NA,NA,6082,1816,1816,NA,0,1816,3219,3219,NA,NA,3219,2869,2869,NA,0,2869,2641,2641,NA,397,2244,2714,1647,1067,NA,2714,1789,1789,NA,NA,1789,215,215,NA,215,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,13529,11872,1657,4897,8632,1919,1919,NA,956,963,901,901,NA,655,246,483,483,NA,229,254,445,445,NA,19,426,1035,1035,NA,NA,1035,758,758,NA,198,560,439,439,NA,NA,439,1801,1801,NA,1257,544,608,608,NA,0,608,2752,1095,1657,0,2752,805,805,NA,NA,805,1583,1583,NA,1583,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,71452,71452,0,19823,51629,7158,7158,NA,1858,5300,5901,5901,NA,1646,4255,3733,3733,NA,656,3077,4717,4717,NA,130,4587,6875,6875,NA,NA,6875,3572,3572,NA,511,3061,4368,4368,NA,NA,4368,7076,7076,NA,1440,5636,4687,4687,NA,343,4344,5602,5602,0,9,5593,4533,4533,NA,NA,4533,13230,13230,NA,13230,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,247,247,0,30,217,0,0,NA,0,0,62,62,NA,0,62,8,8,NA,0,8,0,0,NA,0,0,47,47,NA,NA,47,12,12,NA,0,12,20,20,NA,NA,20,18,18,NA,0,18,0,0,NA,0,0,59,59,0,9,50,0,0,NA,NA,0,21,21,NA,21,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,45,45,0,13,32,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,0,2,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,0,0,29,29,0,5,24,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,175,128,47,28,147,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,NA,20,15,15,NA,0,15,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,110,63,47,0,110,0,0,NA,NA,0,28,28,NA,28,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,75886,75151,735,23152,52734,6885,6885,NA,1746,5139,6530,6530,NA,1949,4581,4139,4139,NA,471,3668,5119,5119,NA,236,4883,8341,8341,NA,NA,8341,3542,3542,NA,380,3162,4547,4547,NA,NA,4547,7336,7336,NA,1438,5898,5333,5333,NA,391,4942,2990,2255,735,10,2980,4593,4593,NA,NA,4593,16531,16531,NA,16531,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,73879,73185,694,22148,51731,6599,6599,NA,1622,4977,6343,6343,NA,1865,4478,4105,4105,NA,476,3629,5197,5197,NA,257,4940,8188,8188,NA,NA,8188,3326,3326,NA,311,3015,4432,4432,NA,NA,4432,7174,7174,NA,1332,5842,5325,5325,NA,396,4929,2804,2110,694,27,2777,4524,4524,NA,NA,4524,15862,15862,NA,15862,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,73921,73277,644,21552,52369,6580,6580,NA,1566,5014,6391,6391,NA,1789,4602,4244,4244,NA,484,3760,5302,5302,NA,264,5038,8247,8247,NA,NA,8247,3240,3240,NA,301,2939,4467,4467,NA,NA,4467,7221,7221,NA,1316,5905,5326,5326,NA,392,4934,2900,2256,644,9,2891,4572,4572,NA,NA,4572,15431,15431,NA,15431,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,52197,52197,0,15028,37169,3816,3816,NA,1051,2765,4007,4007,NA,699,3308,2774,2774,NA,593,2181,4417,4417,NA,90,4327,4643,4643,NA,NA,4643,2316,2316,NA,282,2034,3331,3331,NA,NA,3331,4513,4513,NA,1257,3256,2424,2424,NA,154,2270,5138,5138,0,13,5125,3929,3929,NA,NA,3929,10889,10889,NA,10889,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,76641,76057,584,23022,53619,6885,6885,NA,1746,5139,6510,6510,NA,1949,4561,4157,4157,NA,471,3686,5119,5119,NA,236,4883,8284,8284,NA,NA,8284,3482,3482,NA,278,3204,5630,5630,NA,NA,5630,7324,7324,NA,1438,5886,5282,5282,NA,391,4891,2826,2242,584,11,2815,4640,4640,NA,NA,4640,16502,16502,NA,16502,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,73635,73023,612,22141,51494,6599,6599,NA,1622,4977,6352,6352,NA,1865,4487,4114,4114,NA,476,3638,5197,5197,NA,257,4940,8131,8131,NA,NA,8131,3325,3325,NA,311,3014,4400,4400,NA,NA,4400,7149,7149,NA,1332,5817,5251,5251,NA,396,4855,2720,2108,612,29,2691,4544,4544,NA,NA,4544,15853,15853,NA,15853,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,73437,72797,640,21499,51938,6580,6580,NA,1566,5014,6392,6392,NA,1789,4603,4238,4238,NA,484,3754,5302,5302,NA,264,5038,8103,8103,NA,NA,8103,3205,3205,NA,272,2933,4421,4421,NA,NA,4421,7169,7169,NA,1316,5853,5247,5247,NA,392,4855,2879,2239,640,8,2871,4493,4493,NA,NA,4493,15408,15408,NA,15408,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,21353,19721,1632,9448,11905,1784,1784,NA,1051,733,1242,1242,NA,699,543,781,781,NA,590,191,452,452,NA,90,362,1594,1594,NA,NA,1594,767,767,NA,287,480,839,839,NA,NA,839,2115,2115,NA,1257,858,703,703,NA,147,556,4661,3029,1632,0,4661,1088,1088,NA,NA,1088,5327,5327,NA,5327,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,95,95,0,8,87,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,79,79,NA,NA,79,0,0,NA,0,0,8,8,NA,NA,8,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,115,98,17,2,113,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,96,96,NA,NA,96,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,128,124,4,1,127,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,101,101,NA,NA,101,0,0,NA,0,0,12,12,NA,NA,12,0,0,NA,0,0,0,0,NA,0,0,4,0,4,0,4,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,22372,22214,158,13758,8614,849,849,NA,392,457,1952,1952,NA,818,1134,1072,1072,NA,363,709,1040,1040,NA,8,1032,1070,1070,NA,NA,1070,763,763,NA,375,388,604,604,NA,NA,604,1914,1914,NA,1271,643,615,615,NA,275,340,1142,984,158,0,1142,1095,1095,NA,NA,1095,10256,10256,NA,10256,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,16225,16075,150,9773,6452,461,461,NA,18,443,1216,1216,NA,572,644,982,982,NA,285,697,910,910,NA,10,900,876,876,NA,NA,876,605,605,NA,312,293,301,301,NA,NA,301,1761,1761,NA,1176,585,326,326,NA,193,133,720,570,150,0,720,860,860,NA,NA,860,7207,7207,NA,7207,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,97,0,97,0,97,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,97,0,97,0,97,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,80,0,80,0,80,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,80,0,80,0,80,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,50,0,50,0,50,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,50,0,50,0,50,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,334,292,42,69,265,0,0,NA,0,0,32,32,NA,0,32,42,42,NA,0,42,0,0,NA,0,0,42,42,NA,NA,42,3,3,NA,0,3,4,4,NA,NA,4,0,0,NA,0,0,100,100,NA,0,100,42,0,42,0,42,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,71912,70313,1599,20280,51632,5592,5592,NA,732,4860,6300,6300,NA,1942,4358,4009,4009,NA,458,3551,5209,5209,NA,246,4963,7945,7945,NA,NA,7945,3183,3183,NA,314,2869,4485,4485,NA,NA,4485,7117,7117,NA,1282,5835,4958,4958,NA,346,4612,3674,2075,1599,46,3628,4526,4526,NA,NA,4526,14914,14914,NA,14914,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,37596,36783,813,10240,27356,2915,2915,NA,380,2535,3345,3345,NA,1025,2320,2158,2158,NA,249,1909,2786,2786,NA,119,2667,4198,4198,NA,NA,4198,1673,1673,NA,171,1502,2444,2444,NA,NA,2444,3829,3829,NA,707,3122,2623,2623,NA,194,2429,1885,1072,813,4,1881,2349,2349,NA,NA,2349,7391,7391,NA,7391,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,33620,32834,786,9397,24223,2677,2677,NA,352,2325,2882,2882,NA,917,1965,1790,1790,NA,209,1581,2423,2423,NA,127,2296,3796,3796,NA,NA,3796,1505,1505,NA,143,1362,2078,2078,NA,NA,2078,3293,3293,NA,575,2718,2355,2355,NA,152,2203,1750,964,786,4,1746,2153,2153,NA,NA,2153,6918,6918,NA,6918,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,55,55,0,0,55,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,0,20,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,23,23,NA,NA,23,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,8033,8021,12,2677,5356,138,138,NA,30,108,439,439,NA,0,439,385,385,NA,0,385,80,80,NA,0,80,1030,1030,NA,NA,1030,405,405,NA,75,330,518,518,NA,NA,518,1982,1982,NA,1077,905,565,565,NA,111,454,140,128,12,9,131,976,976,NA,NA,976,1375,1375,NA,1375,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,458,416,42,150,308,20,20,NA,0,20,23,23,NA,0,23,66,66,NA,0,66,0,0,NA,0,0,19,19,NA,NA,19,0,0,NA,0,0,56,56,NA,NA,56,61,61,NA,0,61,11,11,NA,0,11,42,0,42,0,42,10,10,NA,NA,10,150,150,NA,150,NA
