Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,15735,13493,2242,2792,12943,791,791,NA,650,141,994,994,NA,666,328,285,285,NA,70,215,465,465,NA,65,400,735,735,NA,NA,735,657,657,NA,120,537,957,957,NA,NA,957,1447,1447,NA,387,1060,1142,1142,NA,17,1125,6105,3863,2242,0,6105,1340,1340,NA,NA,1340,817,817,NA,817,NA
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,12873,10629,2244,1941,10932,632,632,NA,560,72,849,849,NA,666,183,173,173,NA,0,173,180,180,NA,65,115,668,668,NA,NA,668,475,475,NA,120,355,586,586,NA,NA,586,1428,1428,NA,355,1073,681,681,NA,7,674,6009,3765,2244,NA,6009,1024,1024,NA,NA,1024,168,168,NA,168,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,2195,2085,110,1175,1020,78,78,NA,72,6,175,175,NA,59,116,14,14,NA,0,14,84,84,NA,0,84,93,93,NA,NA,93,968,968,NA,925,43,114,114,NA,NA,114,411,411,NA,107,304,65,65,NA,12,53,177,67,110,NA,177,16,16,NA,NA,16,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,2421,2320,101,1152,1269,138,138,NA,60,78,263,263,NA,102,161,13,13,NA,0,13,90,90,NA,0,90,93,93,NA,NA,93,982,982,NA,896,86,137,137,NA,NA,137,393,393,NA,71,322,71,71,NA,23,48,143,42,101,NA,143,98,98,NA,NA,98,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,1228,1112,116,314,914,64,64,NA,62,2,111,111,NA,22,89,14,14,NA,0,14,64,64,NA,0,64,53,53,NA,NA,53,206,206,NA,120,86,117,117,NA,NA,117,378,378,NA,98,280,36,36,NA,12,24,181,65,116,NA,181,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,1434,1327,107,331,1103,97,97,NA,48,49,148,148,NA,30,118,13,13,NA,0,13,56,56,NA,0,56,50,50,NA,NA,50,288,288,NA,167,121,140,140,NA,NA,140,356,356,NA,64,292,42,42,NA,20,22,147,40,107,NA,147,95,95,NA,NA,95,2,2,NA,2,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,12,11,1,2,10,0,0,NA,0,0,3,3,NA,1,2,2,2,NA,0,2,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,1,1,NA,1,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,6429,5704,725,1912,4517,0,0,NA,0,0,835,835,NA,638,197,746,746,NA,47,699,496,496,NA,18,478,125,125,NA,NA,125,231,231,NA,0,231,457,457,NA,NA,457,496,496,NA,8,488,685,685,NA,425,260,1107,382,725,NA,1107,475,475,NA,NA,475,776,776,NA,776,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,8251,5820,2431,1122,7129,1530,1530,NA,0,1530,164,164,NA,1,163,78,78,NA,4,74,168,168,NA,34,134,588,588,NA,NA,588,367,367,NA,35,332,436,436,NA,NA,436,729,729,NA,330,399,174,174,NA,0,174,2576,145,2431,NA,2576,723,723,NA,NA,723,718,718,NA,718,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,1404,783,621,749,655,0,0,NA,0,0,19,19,NA,0,19,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,5,5,NA,5,0,15,15,NA,0,15,621,0,621,NA,621,0,0,NA,NA,0,744,744,NA,744,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,152,136,16,134,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,16,0,16,NA,16,0,0,NA,NA,0,134,134,NA,134,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,10126,9879,247,1357,8769,1153,1153,NA,106,1047,924,924,NA,25,899,908,908,NA,176,732,853,853,NA,12,841,1152,1152,NA,NA,1152,498,498,NA,7,491,612,612,NA,NA,612,1136,1136,NA,44,1092,669,669,NA,47,622,616,369,247,NA,616,665,665,NA,NA,665,940,940,NA,940,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,1887,1868,19,618,1269,180,180,NA,80,100,226,226,NA,38,188,183,183,NA,145,38,45,45,NA,2,43,208,208,NA,NA,208,180,180,NA,0,180,153,153,NA,NA,153,375,375,NA,312,63,143,143,NA,21,122,74,55,19,NA,74,100,100,NA,NA,100,20,20,NA,20,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,36,36,0,8,28,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,8,8,NA,0,8,0,0,NA,NA,0,13,13,NA,3,10,7,7,NA,1,6,0,0,0,NA,0,2,2,NA,NA,2,4,4,NA,4,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,2643,2621,22,142,2501,95,95,NA,5,90,448,448,NA,24,424,142,142,NA,20,122,89,89,NA,2,87,666,666,NA,NA,666,77,77,NA,0,77,342,342,NA,NA,342,266,266,NA,5,261,58,58,NA,4,54,153,131,22,NA,153,225,225,NA,NA,225,82,82,NA,82,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,332,315,17,5,327,12,12,NA,0,12,35,35,NA,0,35,7,7,NA,0,7,30,30,NA,2,28,133,133,NA,NA,133,8,8,NA,0,8,12,12,NA,NA,12,16,16,NA,0,16,27,27,NA,0,27,19,2,17,NA,19,30,30,NA,NA,30,3,3,NA,3,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,12,12,0,12,0,0,0,NA,0,0,12,12,NA,12,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,NA,NA,3,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,109509,109490,19,29513,79996,7742,7742,NA,742,7000,8218,8218,NA,634,7584,5998,5998,NA,23,5975,8453,8453,NA,43,8410,13511,13511,NA,NA,13511,4326,4326,NA,0,4326,7635,7635,NA,NA,7635,9141,9141,NA,350,8791,7098,7098,NA,0,7098,3212,3193,19,NA,3212,6454,6454,NA,NA,6454,27721,27721,NA,27721,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,254390,254390,0,107535,146855,15040,15040,NA,5000,10040,11438,11438,NA,3833,7605,6655,6655,NA,3405,3250,12965,12965,NA,106,12859,48492,48492,NA,NA,48492,3590,3590,NA,0,3590,14239,14239,NA,NA,14239,33670,33670,NA,9307,24363,9470,9470,NA,4480,4990,6688,6688,0,NA,6688,10739,10739,NA,NA,10739,81404,81404,NA,81404,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,2988,2988,0,678,2310,87,87,NA,0,87,234,234,NA,0,234,36,36,NA,6,30,30,30,NA,30,0,75,75,NA,NA,75,43,43,NA,0,43,35,35,NA,NA,35,679,679,NA,0,679,695,695,NA,570,125,285,285,0,NA,285,717,717,NA,NA,717,72,72,NA,72,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,919,891,28,78,841,108,108,NA,0,108,65,65,NA,0,65,37,37,NA,37,0,13,13,NA,0,13,145,145,NA,NA,145,0,0,NA,0,0,71,71,NA,NA,71,132,132,NA,0,132,13,13,NA,0,13,50,22,28,NA,50,244,244,NA,NA,244,41,41,NA,41,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,28122,27055,1067,1302,26820,1401,1401,NA,97,1304,3191,3191,NA,463,2728,2241,2241,NA,214,2027,3616,3616,NA,0,3616,5000,5000,NA,NA,5000,1437,1437,NA,0,1437,2726,2726,NA,NA,2726,2361,2361,NA,0,2361,2172,2172,NA,397,1775,2365,1298,1067,NA,2365,1481,1481,NA,NA,1481,131,131,NA,131,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,10321,9614,707,3680,6641,1580,1580,NA,796,784,667,667,NA,440,227,360,360,NA,160,200,373,373,NA,19,354,800,800,NA,NA,800,614,614,NA,136,478,402,402,NA,NA,402,1369,1369,NA,942,427,513,513,NA,0,513,1756,1049,707,0,1756,700,700,NA,NA,700,1187,1187,NA,1187,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,58205,58205,0,16250,41955,5921,5921,NA,1526,4395,4881,4881,NA,1370,3511,3093,3093,NA,554,2539,3884,3884,NA,103,3781,5530,5530,NA,NA,5530,2948,2948,NA,414,2534,3646,3646,NA,NA,3646,5826,5826,NA,1125,4701,3792,3792,NA,274,3518,4094,4094,0,3,4091,3709,3709,NA,NA,3709,10881,10881,NA,10881,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,223,223,0,21,202,0,0,NA,0,0,62,62,NA,0,62,8,8,NA,0,8,0,0,NA,0,0,32,32,NA,NA,32,12,12,NA,0,12,20,20,NA,NA,20,18,18,NA,0,18,0,0,NA,0,0,51,51,0,1,50,0,0,NA,NA,0,20,20,NA,20,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,39,39,0,8,31,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,0,2,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,25,25,0,1,24,0,0,NA,NA,0,7,7,NA,7,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,171,124,47,27,144,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,19,19,NA,NA,19,14,14,NA,0,14,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,110,63,47,0,110,0,0,NA,NA,0,27,27,NA,27,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,61776,61377,399,19142,42634,5591,5591,NA,1392,4199,5294,5294,NA,1585,3709,3311,3311,NA,388,2923,4187,4187,NA,200,3987,6824,6824,NA,NA,6824,2844,2844,NA,278,2566,3738,3738,NA,NA,3738,5940,5940,NA,1151,4789,4340,4340,NA,337,4003,2194,1795,399,2,2192,3704,3704,NA,NA,3704,13809,13809,NA,13809,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,59703,59336,367,18220,41483,5312,5312,NA,1286,4026,5088,5088,NA,1524,3564,3220,3220,NA,386,2834,4239,4239,NA,216,4023,6625,6625,NA,NA,6625,2710,2710,NA,250,2460,3577,3577,NA,NA,3577,5834,5834,NA,1066,4768,4312,4312,NA,332,3980,2027,1660,367,23,2004,3622,3622,NA,NA,3622,13137,13137,NA,13137,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,59563,59198,365,17626,41937,5305,5305,NA,1250,4055,5065,5065,NA,1452,3613,3301,3301,NA,393,2908,4338,4338,NA,232,4106,6682,6682,NA,NA,6682,2624,2624,NA,243,2381,3617,3617,NA,NA,3617,5775,5775,NA,985,4790,4291,4291,NA,324,3967,2172,1807,365,8,2164,3654,3654,NA,NA,3654,12739,12739,NA,12739,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,42030,42030,0,11902,30128,3019,3019,NA,891,2128,3224,3224,NA,482,2742,2241,2241,NA,492,1749,3699,3699,NA,66,3633,3717,3717,NA,NA,3717,1909,1909,NA,213,1696,2936,2936,NA,NA,2936,3700,3700,NA,942,2758,2010,2010,NA,113,1897,3662,3662,0,0,3662,3210,3210,NA,NA,3210,8703,8703,NA,8703,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,61585,61333,252,19113,42472,5591,5591,NA,1392,4199,5274,5274,NA,1585,3689,3329,3329,NA,388,2941,4187,4187,NA,200,3987,6749,6749,NA,NA,6749,2886,2886,NA,278,2608,3719,3719,NA,NA,3719,5937,5937,NA,1151,4786,4341,4341,NA,337,4004,2044,1792,252,8,2036,3754,3754,NA,NA,3754,13774,13774,NA,13774,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,59494,59208,286,18211,41283,5312,5312,NA,1286,4026,5097,5097,NA,1524,3573,3228,3228,NA,386,2842,4239,4239,NA,216,4023,6539,6539,NA,NA,6539,2709,2709,NA,250,2459,3544,3544,NA,NA,3544,5823,5823,NA,1066,4757,4294,4294,NA,332,3962,1942,1656,286,23,1919,3639,3639,NA,NA,3639,13128,13128,NA,13128,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,59193,58828,365,17603,41590,5305,5305,NA,1250,4055,5066,5066,NA,1452,3614,3295,3295,NA,393,2902,4338,4338,NA,232,4106,6527,6527,NA,NA,6527,2618,2618,NA,243,2375,3584,3584,NA,NA,3584,5732,5732,NA,985,4747,4279,4279,NA,324,3955,2146,1781,365,8,2138,3587,3587,NA,NA,3587,12716,12716,NA,12716,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,15627,15528,99,7385,8242,1453,1453,NA,891,562,991,991,NA,482,509,639,639,NA,489,150,355,355,NA,66,289,1324,1324,NA,NA,1324,622,622,NA,218,404,715,715,NA,NA,715,1667,1667,NA,942,725,552,552,NA,106,446,2153,2054,99,0,2153,965,965,NA,NA,965,4191,4191,NA,4191,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,59,59,0,8,51,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,51,51,NA,NA,51,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,76,59,17,2,74,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,57,57,NA,NA,57,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,72,68,4,1,71,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,57,57,NA,NA,57,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,0,4,0,4,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,16465,16374,91,11154,5311,558,558,NA,210,348,1298,1298,NA,533,765,649,649,NA,280,369,631,631,NA,0,631,509,509,NA,NA,509,499,499,NA,273,226,316,316,NA,NA,316,1511,1511,NA,984,527,373,373,NA,221,152,770,679,91,0,770,698,698,NA,NA,698,8653,8653,NA,8653,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,11304,11212,92,7680,3624,352,352,NA,18,334,730,730,NA,400,330,517,517,NA,194,323,527,527,NA,0,527,342,342,NA,NA,342,441,441,NA,254,187,112,112,NA,NA,112,1308,1308,NA,845,463,159,159,NA,125,34,411,319,92,0,411,561,561,NA,NA,561,5844,5844,NA,5844,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,69,0,69,0,69,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,69,0,69,0,69,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,72,0,72,0,72,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,72,0,72,0,72,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,46,0,46,0,46,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,46,0,46,0,46,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,299,257,42,69,230,0,0,NA,0,0,32,32,NA,0,32,42,42,NA,0,42,0,0,NA,0,0,37,37,NA,NA,37,3,3,NA,0,3,4,4,NA,NA,4,0,0,NA,0,0,70,70,NA,0,70,42,0,42,0,42,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,59411,58134,1277,16845,42566,4619,4619,NA,628,3991,5157,5157,NA,1634,3523,3236,3236,NA,365,2871,4356,4356,NA,223,4133,6589,6589,NA,NA,6589,2640,2640,NA,268,2372,3800,3800,NA,NA,3800,5911,5911,NA,1007,4904,4066,4066,NA,294,3772,2965,1688,1277,34,2931,3680,3680,NA,NA,3680,12392,12392,NA,12392,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,30944,30299,645,8420,22524,2408,2408,NA,326,2082,2717,2717,NA,854,1863,1757,1757,NA,193,1564,2331,2331,NA,111,2220,3480,3480,NA,NA,3480,1398,1398,NA,148,1250,2056,2056,NA,NA,2056,3168,3168,NA,554,2614,2144,2144,NA,161,1983,1514,869,645,4,1510,1902,1902,NA,NA,1902,6069,6069,NA,6069,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,27807,27175,632,7795,20012,2211,2211,NA,302,1909,2376,2376,NA,780,1596,1466,1466,NA,172,1294,2025,2025,NA,112,1913,3158,3158,NA,NA,3158,1237,1237,NA,120,1117,1774,1774,NA,NA,1774,2748,2748,NA,453,2295,1926,1926,NA,133,1793,1424,792,632,4,1420,1743,1743,NA,NA,1743,5719,5719,NA,5719,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,37,37,0,0,37,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,0,20,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,5,5,NA,NA,5,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,6868,6868,0,2275,4593,138,138,NA,30,108,374,374,NA,0,374,274,274,NA,0,274,80,80,NA,0,80,906,906,NA,NA,906,391,391,NA,75,316,463,463,NA,NA,463,1574,1574,NA,807,767,510,510,NA,111,399,103,103,0,9,94,812,812,NA,NA,812,1243,1243,NA,1243,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,364,322,42,105,259,20,20,NA,0,20,11,11,NA,0,11,66,66,NA,0,66,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,50,50,NA,NA,50,43,43,NA,0,43,11,11,NA,0,11,42,0,42,0,42,10,10,NA,NA,10,105,105,NA,105,NA
