Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,300,298,2,179,121,10,10,NA,0,10,16,16,NA,10,6,2,2,NA,0,2,6,6,NA,0,6,13,13,NA,NA,13,175,175,NA,165,10,11,11,NA,NA,11,44,44,NA,1,43,10,10,NA,3,7,4,2,2,NA,4,9,9,NA,NA,9,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,91,83,8,14,77,0,0,NA,0,0,11,11,NA,7,4,3,3,NA,0,3,3,3,NA,0,3,6,6,NA,NA,6,0,0,NA,0,0,10,10,NA,NA,10,44,44,NA,7,37,3,3,NA,0,3,10,2,8,NA,10,1,1,NA,NA,1,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,110,103,7,14,96,0,0,NA,0,0,16,16,NA,10,6,2,2,NA,0,2,3,3,NA,0,3,6,6,NA,NA,6,10,10,NA,0,10,11,11,NA,NA,11,38,38,NA,1,37,6,6,NA,3,3,9,2,7,NA,9,9,9,NA,NA,9,0,0,NA,0,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,2,1,1,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,818,740,78,256,562,0,0,NA,0,0,117,117,NA,76,41,135,135,NA,0,135,39,39,NA,0,39,0,0,NA,NA,0,33,33,NA,0,33,48,48,NA,NA,48,48,48,NA,0,48,109,109,NA,86,23,137,59,78,NA,137,58,58,NA,NA,58,94,94,NA,94,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,871,679,192,122,749,220,220,NA,0,220,21,21,NA,0,21,2,2,NA,0,2,30,30,NA,2,28,31,31,NA,NA,31,41,41,NA,10,31,62,62,NA,NA,62,89,89,NA,34,55,20,20,NA,0,20,203,11,192,NA,203,76,76,NA,NA,76,76,76,NA,76,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,132,40,92,40,92,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,92,0,92,NA,92,0,0,NA,NA,0,40,40,NA,40,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,16,15,1,13,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,13,13,NA,13,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,1084,1063,21,179,905,178,178,NA,20,158,98,98,NA,3,95,100,100,NA,26,74,100,100,NA,2,98,90,90,NA,NA,90,52,52,NA,2,50,54,54,NA,NA,54,104,104,NA,9,95,67,67,NA,9,58,57,36,21,NA,57,76,76,NA,NA,76,108,108,NA,108,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,132,132,0,35,97,12,12,NA,10,2,11,11,NA,0,11,19,19,NA,19,0,2,2,NA,0,2,9,9,NA,NA,9,23,23,NA,0,23,17,17,NA,NA,17,11,11,NA,6,5,16,16,NA,0,16,5,5,0,NA,5,7,7,NA,NA,7,0,0,NA,0,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,282,278,4,14,268,7,7,NA,0,7,41,41,NA,2,39,18,18,NA,3,15,9,9,NA,0,9,70,70,NA,NA,70,7,7,NA,0,7,38,38,NA,NA,38,20,20,NA,0,20,11,11,NA,1,10,19,15,4,NA,19,34,34,NA,NA,34,8,8,NA,8,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,52,48,4,0,52,0,0,NA,0,0,3,3,NA,0,3,0,0,NA,0,0,4,4,NA,0,4,32,32,NA,NA,32,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,2,2,NA,0,2,6,2,4,NA,6,2,2,NA,NA,2,0,0,NA,0,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,11891,11888,3,3062,8829,737,737,NA,16,721,800,800,NA,73,727,666,666,NA,4,662,930,930,NA,9,921,1499,1499,NA,NA,1499,477,477,NA,0,477,783,783,NA,NA,783,1062,1062,NA,32,1030,808,808,NA,0,808,337,334,3,NA,337,864,864,NA,NA,864,2928,2928,NA,2928,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,23381,23381,0,8411,14970,1090,1090,NA,160,930,791,791,NA,51,740,580,580,NA,165,415,1280,1280,NA,12,1268,5379,5379,NA,NA,5379,338,338,NA,0,338,1378,1378,NA,NA,1378,2414,2414,NA,454,1960,577,577,NA,0,577,615,615,0,NA,615,1370,1370,NA,NA,1370,7569,7569,NA,7569,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,622,622,0,570,52,4,4,NA,0,4,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,10,10,NA,NA,10,0,0,NA,0,0,587,587,NA,570,17,0,0,0,NA,0,10,10,NA,NA,10,0,0,NA,0,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,68,68,0,8,60,9,9,NA,0,9,6,6,NA,0,6,6,6,NA,6,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,0,0,4,4,NA,NA,4,9,9,NA,0,9,4,4,NA,0,4,10,10,0,NA,10,13,13,NA,NA,13,2,2,NA,2,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,2913,2907,6,157,2756,150,150,NA,0,150,268,268,NA,0,268,301,301,NA,25,276,424,424,NA,0,424,561,561,NA,NA,561,100,100,NA,0,100,253,253,NA,NA,253,268,268,NA,0,268,283,283,NA,95,188,99,93,6,NA,99,169,169,NA,NA,169,37,37,NA,37,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,735,691,44,254,481,61,61,NA,0,61,49,49,NA,30,19,50,50,NA,40,10,45,45,NA,6,39,56,56,NA,NA,56,76,76,NA,10,66,43,43,NA,NA,43,83,83,NA,56,27,58,58,NA,0,58,57,13,44,NA,57,45,45,NA,NA,45,112,112,NA,112,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,5715,5715,0,1604,4111,621,621,NA,172,449,502,502,NA,175,327,296,296,NA,59,237,404,404,NA,6,398,594,594,NA,NA,594,347,347,NA,33,314,394,394,NA,NA,394,603,603,NA,106,497,423,423,NA,30,393,118,118,0,NA,118,390,390,NA,NA,390,1023,1023,NA,1023,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,3,3,0,2,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,10,10,0,5,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,5,5,NA,5,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,6534,6486,48,2030,4504,545,545,NA,114,431,540,540,NA,163,377,343,343,NA,46,297,465,465,NA,21,444,725,725,NA,NA,725,314,314,NA,29,285,408,408,NA,NA,408,629,629,NA,110,519,454,454,NA,31,423,202,154,48,NA,202,393,393,NA,NA,393,1516,1516,NA,1516,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,6215,6173,42,1866,4349,495,495,NA,102,393,490,490,NA,159,331,362,362,NA,42,320,469,469,NA,16,453,664,664,NA,NA,664,287,287,NA,25,262,392,392,NA,NA,392,593,593,NA,77,516,442,442,NA,29,413,204,162,42,NA,204,401,401,NA,NA,401,1416,1416,NA,1416,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,6303,6266,37,1820,4483,514,514,NA,98,416,527,527,NA,161,366,345,345,NA,38,307,472,472,NA,7,465,703,703,NA,NA,703,309,309,NA,20,289,400,400,NA,NA,400,625,625,NA,92,533,446,446,NA,37,409,187,150,37,NA,187,408,408,NA,NA,408,1367,1367,NA,1367,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,3729,3729,0,1051,2678,291,291,NA,95,196,242,242,NA,37,205,198,198,NA,40,158,379,379,NA,6,373,365,365,NA,NA,365,258,258,NA,12,246,308,308,NA,NA,308,328,328,NA,56,272,224,224,NA,14,210,85,85,0,NA,85,260,260,NA,NA,260,791,791,NA,791,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,6519,6471,48,2051,4468,545,545,NA,114,431,537,537,NA,163,374,342,342,NA,46,296,465,465,NA,21,444,664,664,NA,NA,664,314,314,NA,29,285,408,408,NA,NA,408,629,629,NA,110,519,460,460,NA,31,429,202,154,48,NA,202,416,416,NA,NA,416,1537,1537,NA,1537,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,6151,6109,42,1869,4282,495,495,NA,102,393,490,490,NA,159,331,363,363,NA,42,321,469,469,NA,16,453,602,602,NA,NA,602,287,287,NA,25,262,392,392,NA,NA,392,593,593,NA,77,516,436,436,NA,29,407,204,162,42,NA,204,401,401,NA,NA,401,1419,1419,NA,1419,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,6223,6186,37,1822,4401,514,514,NA,98,416,528,528,NA,161,367,344,344,NA,38,306,472,472,NA,7,465,637,637,NA,NA,637,309,309,NA,20,289,390,390,NA,NA,390,616,616,NA,92,524,447,447,NA,37,410,187,150,37,NA,187,410,410,NA,NA,410,1369,1369,NA,1369,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1122,1122,0,688,434,110,110,NA,95,15,70,70,NA,37,33,50,50,NA,40,10,39,39,NA,6,33,90,90,NA,NA,90,62,62,NA,12,50,37,37,NA,NA,37,96,96,NA,56,40,53,53,NA,14,39,9,9,0,NA,9,78,78,NA,NA,78,428,428,NA,428,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,2,2,0,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,1,1,0,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1413,1410,3,1059,354,31,31,NA,0,31,71,71,NA,0,71,40,40,NA,18,22,56,56,NA,0,56,29,29,NA,NA,29,54,54,NA,29,25,16,16,NA,NA,16,151,151,NA,110,41,4,4,NA,0,4,16,13,3,NA,16,43,43,NA,NA,43,902,902,NA,902,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,835,828,7,579,256,21,21,NA,0,21,16,16,NA,0,16,20,20,NA,0,20,41,41,NA,0,41,25,25,NA,NA,25,42,42,NA,20,22,16,16,NA,NA,16,129,129,NA,92,37,3,3,NA,0,3,17,10,7,NA,17,38,38,NA,NA,38,467,467,NA,467,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,10,0,10,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,10,0,10,NA,10,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,14,0,14,0,14,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,14,0,14,NA,14,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,10,0,10,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,10,0,10,NA,10,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,60,60,0,30,30,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,12,12,NA,NA,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,17,17,NA,0,17,0,0,0,NA,0,0,0,NA,NA,0,30,30,NA,30,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,6769,6638,131,1825,4944,532,532,NA,68,464,500,500,NA,137,363,412,412,NA,36,376,507,507,NA,23,484,765,765,NA,NA,765,335,335,NA,25,310,448,448,NA,NA,448,658,658,NA,104,554,469,469,NA,21,448,308,177,131,NA,308,424,424,NA,NA,424,1411,1411,NA,1411,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,3471,3405,66,923,2548,283,283,NA,30,253,259,259,NA,67,192,221,221,NA,17,204,267,267,NA,12,255,382,382,NA,NA,382,164,164,NA,12,152,236,236,NA,NA,236,336,336,NA,53,283,226,226,NA,10,216,161,95,66,NA,161,214,214,NA,NA,214,722,722,NA,722,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,3174,3109,65,839,2335,249,249,NA,38,211,236,236,NA,70,166,191,191,NA,19,172,240,240,NA,11,229,357,357,NA,NA,357,163,163,NA,13,150,220,220,NA,NA,220,322,322,NA,51,271,229,229,NA,11,218,147,82,65,NA,147,194,194,NA,NA,194,626,626,NA,626,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,5,5,0,0,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,784,784,0,195,589,0,0,NA,0,0,20,20,NA,0,20,11,11,NA,0,11,5,5,NA,0,5,166,166,NA,NA,166,20,20,NA,0,20,105,105,NA,NA,105,147,147,NA,104,43,118,118,NA,21,97,0,0,0,NA,0,122,122,NA,NA,122,70,70,NA,70,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,40,40,0,26,14,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,8,8,NA,0,8,0,0,0,NA,0,0,0,NA,NA,0,26,26,NA,26,NA
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,4671,4647,24,971,3700,341,341,NA,140,201,365,365,NA,28,337,378,378,NA,39,339,518,518,NA,19,499,401,401,NA,NA,401,303,303,NA,31,272,336,336,NA,NA,336,585,585,NA,119,466,373,373,NA,29,344,125,101,24,NA,125,380,380,NA,NA,380,566,566,NA,566,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,4541,4517,24,987,3554,364,364,NA,140,224,355,355,NA,28,327,368,368,NA,29,339,523,523,NA,19,504,410,410,NA,NA,410,263,263,NA,31,232,334,334,NA,NA,334,578,578,NA,119,459,333,333,NA,29,304,125,101,24,NA,125,296,296,NA,NA,296,592,592,NA,592,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,4762,4738,24,1023,3739,364,364,NA,140,224,370,370,NA,28,342,362,362,NA,29,333,518,518,NA,19,499,456,456,NA,NA,456,273,273,NA,31,242,346,346,NA,NA,346,578,578,NA,119,459,396,396,NA,29,367,125,101,24,NA,125,346,346,NA,NA,346,628,628,NA,628,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,111,111,0,43,68,23,23,NA,0,23,5,5,NA,0,5,4,4,NA,0,4,0,0,NA,0,0,9,9,NA,NA,9,0,0,NA,0,0,7,7,NA,NA,7,0,0,NA,0,0,20,20,NA,0,20,0,0,0,NA,0,0,0,NA,NA,0,43,43,NA,43,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,8,8,0,0,8,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,8,8,NA,NA,8,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
