Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,9341,7526,1815,1418,7923,422,422,NA,371,51,649,649,NA,504,145,149,149,NA,0,149,136,136,NA,51,85,444,444,NA,NA,444,366,366,NA,92,274,494,494,NA,NA,494,1076,1076,NA,255,821,559,559,NA,7,552,4154,2339,1815,NA,4154,754,754,NA,NA,754,138,138,NA,138,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,1884,1805,79,1111,773,57,57,NA,52,5,121,121,NA,46,75,13,13,NA,0,13,61,61,NA,0,61,64,64,NA,NA,64,967,967,NA,925,42,91,91,NA,NA,91,336,336,NA,82,254,38,38,NA,6,32,121,42,79,NA,121,15,15,NA,NA,15,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,2053,1980,73,1089,964,99,99,NA,42,57,190,190,NA,77,113,11,11,NA,0,11,62,62,NA,0,62,66,66,NA,NA,66,972,972,NA,896,76,107,107,NA,NA,107,330,330,NA,57,273,47,47,NA,17,30,102,29,73,NA,102,67,67,NA,NA,67,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,979,894,85,282,697,54,54,NA,52,2,80,80,NA,22,58,13,13,NA,0,13,48,48,NA,0,48,44,44,NA,NA,44,176,176,NA,120,56,93,93,NA,NA,93,317,317,NA,82,235,25,25,NA,6,19,125,40,85,NA,125,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,1154,1075,79,310,844,74,74,NA,42,32,113,113,NA,30,83,11,11,NA,0,11,39,39,NA,0,39,40,40,NA,NA,40,259,259,NA,167,92,109,109,NA,NA,109,306,306,NA,57,249,32,32,NA,14,18,106,27,79,NA,106,65,65,NA,NA,65,0,0,NA,0,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,9,8,1,1,8,0,0,NA,0,0,3,3,NA,1,2,2,2,NA,0,2,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,5002,4384,618,1383,3619,0,0,NA,0,0,602,602,NA,442,160,574,574,NA,0,574,398,398,NA,0,398,55,55,NA,NA,55,179,179,NA,0,179,381,381,NA,NA,381,374,374,NA,0,374,586,586,NA,351,235,938,320,618,NA,938,325,325,NA,NA,325,590,590,NA,590,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,6662,4721,1941,938,5724,1237,1237,NA,0,1237,147,147,NA,0,147,67,67,NA,3,64,125,125,NA,31,94,540,540,NA,NA,540,267,267,NA,35,232,322,322,NA,NA,322,624,624,NA,284,340,149,149,NA,0,149,2072,131,1941,NA,2072,527,527,NA,NA,527,585,585,NA,585,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,1055,566,489,532,523,0,0,NA,0,0,19,19,NA,0,19,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,15,15,NA,0,15,489,0,489,NA,489,0,0,NA,NA,0,532,532,NA,532,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,105,104,1,102,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,102,102,NA,102,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,7823,7612,211,1080,6743,927,927,NA,86,841,708,708,NA,14,694,741,741,NA,163,578,667,667,NA,12,655,852,852,NA,NA,852,379,379,NA,5,374,465,465,NA,NA,465,839,839,NA,42,797,520,520,NA,40,480,494,283,211,NA,494,513,513,NA,NA,513,718,718,NA,718,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,1294,1275,19,439,855,110,110,NA,66,44,182,182,NA,28,154,162,162,NA,137,25,28,28,NA,0,28,134,134,NA,NA,134,115,115,NA,0,115,96,96,NA,NA,96,214,214,NA,175,39,117,117,NA,19,98,60,41,19,NA,60,62,62,NA,NA,62,14,14,NA,14,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,28,28,0,7,21,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,8,8,NA,0,8,0,0,NA,NA,0,11,11,NA,3,8,3,3,NA,0,3,0,0,0,NA,0,2,2,NA,NA,2,4,4,NA,4,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,2002,1982,20,104,1898,65,65,NA,5,60,324,324,NA,17,307,111,111,NA,16,95,69,69,NA,1,68,522,522,NA,NA,522,50,50,NA,0,50,266,266,NA,NA,266,191,191,NA,5,186,47,47,NA,2,45,123,103,20,NA,123,176,176,NA,NA,176,58,58,NA,58,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,286,269,17,4,282,8,8,NA,0,8,29,29,NA,0,29,7,7,NA,0,7,30,30,NA,2,28,130,130,NA,NA,130,7,7,NA,0,7,10,10,NA,NA,10,1,1,NA,0,1,19,19,NA,0,19,19,2,17,NA,19,24,24,NA,NA,24,2,2,NA,2,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,4,4,0,4,0,0,0,NA,0,0,4,4,NA,4,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,84282,84263,19,22663,61619,6055,6055,NA,506,5549,6379,6379,NA,478,5901,4616,4616,NA,19,4597,6495,6495,NA,43,6452,10314,10314,NA,NA,10314,3320,3320,NA,0,3320,5898,5898,NA,NA,5898,7164,7164,NA,346,6818,5427,5427,NA,0,5427,2389,2370,19,NA,2389,4954,4954,NA,NA,4954,21271,21271,NA,21271,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,189922,189922,0,76358,113564,11404,11404,NA,3840,7564,9008,9008,NA,3073,5935,4577,4577,NA,2015,2562,10643,10643,NA,79,10564,37735,37735,NA,NA,37735,2801,2801,NA,0,2801,10920,10920,NA,NA,10920,25604,25604,NA,7510,18094,7158,7158,NA,3310,3848,5180,5180,0,NA,5180,8361,8361,NA,NA,8361,56531,56531,NA,56531,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,2175,2175,0,654,1521,87,87,NA,0,87,4,4,NA,0,4,36,36,NA,6,30,10,10,NA,10,0,63,63,NA,NA,63,43,43,NA,0,43,33,33,NA,NA,33,243,243,NA,0,243,651,651,NA,570,81,225,225,0,NA,225,712,712,NA,NA,712,68,68,NA,68,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,796,774,22,48,748,100,100,NA,0,100,54,54,NA,0,54,27,27,NA,27,0,13,13,NA,0,13,140,140,NA,NA,140,0,0,NA,0,0,59,59,NA,NA,59,89,89,NA,0,89,13,13,NA,0,13,44,22,22,NA,44,236,236,NA,NA,236,21,21,NA,21,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,21473,20481,992,760,20713,972,972,NA,77,895,2286,2286,NA,166,2120,1717,1717,NA,109,1608,2795,2795,NA,0,2795,3785,3785,NA,NA,3785,1033,1033,NA,0,1033,2174,2174,NA,NA,2174,1824,1824,NA,0,1824,1671,1671,NA,302,1369,1858,866,992,NA,1858,1252,1252,NA,NA,1252,106,106,NA,106,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,1,1,0,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,8033,7383,650,2672,5361,1186,1186,NA,608,578,463,463,NA,279,184,320,320,NA,160,160,266,266,NA,19,247,532,532,NA,NA,532,476,476,NA,108,368,308,308,NA,NA,308,1054,1054,NA,706,348,429,429,NA,0,429,1647,997,650,0,1647,560,560,NA,NA,560,792,792,NA,792,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,44114,44114,0,12672,31442,4544,4544,NA,1228,3316,3839,3839,NA,1083,2756,2359,2359,NA,429,1930,2945,2945,NA,79,2866,4097,4097,NA,NA,4097,2228,2228,NA,321,1907,2726,2726,NA,NA,2726,4442,4442,NA,889,3553,2938,2938,NA,229,2709,2724,2724,0,1,2723,2859,2859,NA,NA,2859,8413,8413,NA,8413,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,170,170,0,12,158,0,0,NA,0,0,35,35,NA,0,35,8,8,NA,0,8,0,0,NA,0,0,18,18,NA,NA,18,12,12,NA,0,12,17,17,NA,NA,17,18,18,NA,0,18,0,0,NA,0,0,50,50,0,0,50,0,0,NA,NA,0,12,12,NA,12,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,32,32,0,5,27,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,24,24,0,0,24,0,0,NA,NA,0,5,5,NA,5,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,108,108,0,26,82,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,18,18,NA,NA,18,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,63,63,0,0,63,0,0,NA,NA,0,26,26,NA,26,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,46222,45921,301,14502,31720,4183,4183,NA,1046,3137,3817,3817,NA,1085,2732,2410,2410,NA,290,2120,3180,3180,NA,145,3035,5095,5095,NA,NA,5095,2138,2138,NA,227,1911,2765,2765,NA,NA,2765,4347,4347,NA,788,3559,3265,3265,NA,260,3005,1600,1299,301,2,1598,2763,2763,NA,NA,2763,10659,10659,NA,10659,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,44755,44492,263,13737,31018,3987,3987,NA,970,3017,3712,3712,NA,1097,2615,2425,2425,NA,295,2130,3197,3197,NA,164,3033,4985,4985,NA,NA,4985,2013,2013,NA,204,1809,2723,2723,NA,NA,2723,4218,4218,NA,664,3554,3213,3213,NA,247,2966,1465,1202,263,12,1453,2733,2733,NA,NA,2733,10084,10084,NA,10084,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,45393,45112,281,13392,32001,3999,3999,NA,926,3073,3838,3838,NA,1072,2766,2585,2585,NA,289,2296,3327,3327,NA,164,3163,5055,5055,NA,NA,5055,1945,1945,NA,197,1748,2782,2782,NA,NA,2782,4301,4301,NA,668,3633,3240,3240,NA,264,2976,1728,1447,281,8,1720,2789,2789,NA,NA,2789,9804,9804,NA,9804,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,31636,31636,0,9244,22392,2292,2292,NA,703,1589,2402,2402,NA,321,2081,1659,1659,NA,374,1285,2836,2836,NA,52,2784,2757,2757,NA,NA,2757,1471,1471,NA,157,1314,2204,2204,NA,NA,2204,2793,2793,NA,706,2087,1554,1554,NA,104,1450,2386,2386,0,0,2386,2455,2455,NA,NA,2455,6827,6827,NA,6827,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,46098,45904,194,14530,31568,4183,4183,NA,1046,3137,3797,3797,NA,1085,2712,2428,2428,NA,290,2138,3180,3180,NA,145,3035,5019,5019,NA,NA,5019,2162,2162,NA,227,1935,2743,2743,NA,NA,2743,4344,4344,NA,788,3556,3263,3263,NA,260,3003,1484,1290,194,2,1482,2808,2808,NA,NA,2808,10687,10687,NA,10687,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,44603,44382,221,13733,30870,3987,3987,NA,970,3017,3723,3723,NA,1097,2626,2433,2433,NA,295,2138,3197,3197,NA,164,3033,4899,4899,NA,NA,4899,2012,2012,NA,204,1808,2700,2700,NA,NA,2700,4207,4207,NA,664,3543,3198,3198,NA,247,2951,1419,1198,221,12,1407,2748,2748,NA,NA,2748,10080,10080,NA,10080,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,44995,44763,232,13369,31626,3999,3999,NA,926,3073,3840,3840,NA,1072,2768,2579,2579,NA,289,2290,3327,3327,NA,164,3163,4901,4901,NA,NA,4901,1939,1939,NA,197,1742,2747,2747,NA,NA,2747,4258,4258,NA,668,3590,3228,3228,NA,264,2964,1653,1421,232,8,1645,2743,2743,NA,NA,2743,9781,9781,NA,9781,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,11747,11648,99,5763,5984,1055,1055,NA,703,352,721,721,NA,321,400,496,496,NA,371,125,247,247,NA,52,195,1004,1004,NA,NA,1004,438,438,NA,162,276,522,522,NA,NA,522,1220,1220,NA,706,514,461,461,NA,97,364,1430,1331,99,0,1430,802,802,NA,NA,802,3351,3351,NA,3351,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,33,33,0,8,25,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,25,25,NA,NA,25,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,46,29,17,2,44,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,27,27,NA,NA,27,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,36,36,0,1,35,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,25,25,NA,NA,25,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,10091,10047,44,7600,2491,244,244,NA,32,212,553,553,NA,286,267,301,301,NA,182,119,383,383,NA,0,383,136,136,NA,NA,136,347,347,NA,222,125,132,132,NA,NA,132,933,933,NA,621,312,183,183,NA,144,39,356,312,44,0,356,410,410,NA,NA,410,6113,6113,NA,6113,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,6939,6898,41,5031,1908,217,217,NA,18,199,362,362,NA,255,107,241,241,NA,90,151,353,353,NA,0,353,90,90,NA,NA,90,323,323,NA,207,116,67,67,NA,NA,67,791,791,NA,528,263,110,110,NA,76,34,198,157,41,0,198,330,330,NA,NA,330,3857,3857,NA,3857,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,38,0,38,0,38,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,38,0,38,0,38,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,47,0,47,0,47,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,47,0,47,0,47,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,29,0,29,0,29,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,29,0,29,0,29,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,220,220,0,69,151,0,0,NA,0,0,19,19,NA,0,19,42,42,NA,0,42,0,0,NA,0,0,27,27,NA,NA,27,3,3,NA,0,3,4,4,NA,NA,4,0,0,NA,0,0,56,56,NA,0,56,0,0,0,0,0,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,46225,45209,1016,13117,33108,3605,3605,NA,486,3119,3992,3992,NA,1211,2781,2505,2505,NA,261,2244,3387,3387,NA,179,3208,5083,5083,NA,NA,5083,2105,2105,NA,233,1872,2962,2962,NA,NA,2962,4441,4441,NA,720,3721,3204,3204,NA,229,2975,2342,1326,1016,16,2326,2817,2817,NA,NA,2817,9782,9782,NA,9782,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,24052,23542,510,6531,17521,1864,1864,NA,250,1614,2107,2107,NA,628,1479,1344,1344,NA,131,1213,1817,1817,NA,88,1729,2692,2692,NA,NA,2692,1104,1104,NA,128,976,1607,1607,NA,NA,1607,2400,2400,NA,401,1999,1686,1686,NA,124,1562,1200,690,510,4,1196,1454,1454,NA,NA,1454,4777,4777,NA,4777,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,21600,21094,506,6043,15557,1741,1741,NA,236,1505,1836,1836,NA,583,1253,1147,1147,NA,130,1017,1570,1570,NA,91,1479,2435,2435,NA,NA,2435,996,996,NA,105,891,1382,1382,NA,NA,1382,2046,2046,NA,319,1727,1518,1518,NA,105,1413,1130,624,506,4,1126,1329,1329,NA,NA,1329,4470,4470,NA,4470,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,12,12,0,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,5599,5599,0,1806,3793,130,130,NA,30,100,277,277,NA,0,277,244,244,NA,0,244,74,74,NA,0,74,711,711,NA,NA,711,340,340,NA,75,265,448,448,NA,NA,448,1078,1078,NA,520,558,438,438,NA,111,327,59,59,0,8,51,738,738,NA,NA,738,1062,1062,NA,1062,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,261,233,28,37,224,20,20,NA,0,20,11,11,NA,0,11,64,64,NA,0,64,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,31,31,NA,NA,31,43,43,NA,0,43,11,11,NA,0,11,28,0,28,0,28,10,10,NA,NA,10,37,37,NA,37,NA
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,39913,39753,160,9543,30370,3468,3468,NA,742,2726,3820,3820,NA,892,2928,2534,2534,NA,244,2290,3347,3347,NA,284,3063,4270,4270,NA,NA,4270,1880,1880,NA,191,1689,2753,2753,NA,NA,2753,4467,4467,NA,1008,3459,2966,2966,NA,182,2784,1443,1283,160,0,1443,2965,2965,NA,NA,2965,6000,6000,NA,6000,NA
