Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,268,260,8,139,129,8,8,NA,6,2,27,27,NA,10,17,2,2,NA,0,2,14,14,NA,0,14,7,7,NA,NA,7,123,123,NA,112,11,16,16,NA,NA,16,49,49,NA,10,39,5,5,NA,1,4,8,0,8,NA,8,9,9,NA,NA,9,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,193,185,8,114,79,8,8,NA,8,0,8,8,NA,5,3,1,1,NA,0,1,4,4,NA,0,4,7,7,NA,NA,7,99,99,NA,88,11,13,13,NA,NA,13,39,39,NA,12,27,5,5,NA,1,4,8,0,8,NA,8,1,1,NA,NA,1,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,223,214,9,134,89,6,6,NA,6,0,10,10,NA,5,5,2,2,NA,0,2,3,3,NA,0,3,6,6,NA,NA,6,123,123,NA,112,11,16,16,NA,NA,16,39,39,NA,10,29,4,4,NA,1,3,9,0,9,NA,9,5,5,NA,NA,5,0,0,NA,0,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,943,842,101,248,695,0,0,NA,0,0,55,55,NA,55,0,122,122,NA,0,122,76,76,NA,0,76,5,5,NA,NA,5,46,46,NA,0,46,89,89,NA,NA,89,100,100,NA,0,100,166,166,NA,83,83,174,73,101,NA,174,0,0,NA,NA,0,110,110,NA,110,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,989,815,174,247,742,139,139,NA,0,139,35,35,NA,0,35,15,15,NA,0,15,7,7,NA,7,0,101,101,NA,NA,101,59,59,NA,15,44,50,50,NA,NA,50,145,145,NA,82,63,39,39,NA,0,39,199,25,174,NA,199,57,57,NA,NA,57,143,143,NA,143,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,155,70,85,64,91,0,0,NA,0,0,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,85,0,85,NA,85,0,0,NA,NA,0,64,64,NA,64,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,20,20,0,20,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,20,20,NA,20,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,1060,1034,26,144,916,118,118,NA,0,118,76,76,NA,2,74,88,88,NA,24,64,108,108,NA,3,105,138,138,NA,NA,138,54,54,NA,0,54,55,55,NA,NA,55,101,101,NA,14,87,88,88,NA,6,82,67,41,26,NA,67,72,72,NA,NA,72,95,95,NA,95,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,186,186,0,75,111,8,8,NA,6,2,17,17,NA,0,17,19,19,NA,19,0,3,3,NA,0,3,19,19,NA,NA,19,15,15,NA,0,15,12,12,NA,NA,12,57,57,NA,50,7,25,25,NA,0,25,6,6,0,NA,6,5,5,NA,NA,5,0,0,NA,0,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,2,2,0,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,2,2,NA,2,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,266,264,2,12,254,8,8,NA,2,6,47,47,NA,2,45,17,17,NA,2,15,10,10,NA,1,9,70,70,NA,NA,70,1,1,NA,0,1,48,48,NA,NA,48,31,31,NA,2,29,5,5,NA,0,5,12,10,2,NA,12,14,14,NA,NA,14,3,3,NA,3,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,40,40,0,0,40,0,0,NA,0,0,8,8,NA,0,8,0,0,NA,0,0,8,8,NA,0,8,17,17,NA,NA,17,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,6,6,NA,0,6,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,11519,11513,6,3062,8457,800,800,NA,32,768,883,883,NA,53,830,594,594,NA,2,592,938,938,NA,10,928,1398,1398,NA,NA,1398,497,497,NA,0,497,871,871,NA,NA,871,1010,1010,NA,152,858,752,752,NA,0,752,346,340,6,NA,346,617,617,NA,NA,617,2813,2813,NA,2813,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,25646,25646,0,9937,15709,1162,1162,NA,480,682,1039,1039,NA,62,977,274,274,NA,0,274,1428,1428,NA,20,1408,6085,6085,NA,NA,6085,450,450,NA,0,450,1130,1130,NA,NA,1130,2539,2539,NA,528,2011,537,537,NA,NA,537,1023,1023,0,NA,1023,1132,1132,NA,NA,1132,8847,8847,NA,8847,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,164,164,0,0,164,0,0,NA,0,0,2,2,NA,0,2,10,10,NA,0,10,0,0,NA,0,0,11,11,NA,NA,11,0,0,NA,0,0,0,0,NA,NA,0,20,20,NA,0,20,32,32,NA,0,32,0,0,0,NA,0,89,89,NA,NA,89,0,0,NA,0,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,275,275,0,0,275,8,8,NA,0,8,10,10,NA,0,10,0,0,NA,0,0,13,13,NA,0,13,26,26,NA,NA,26,0,0,NA,0,0,12,12,NA,NA,12,41,41,NA,0,41,0,0,NA,0,0,0,0,0,NA,0,165,165,NA,NA,165,0,0,NA,0,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,3224,3031,193,34,3190,15,15,NA,15,0,339,339,NA,0,339,202,202,NA,0,202,427,427,NA,0,427,613,613,NA,NA,613,168,168,NA,0,168,374,374,NA,NA,374,286,286,NA,0,286,236,236,NA,NA,236,332,139,193,NA,332,213,213,NA,NA,213,19,19,NA,19,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1708,1642,66,323,1385,126,126,NA,69,57,50,50,NA,28,22,65,65,NA,34,31,29,29,NA,3,26,77,77,NA,NA,77,49,49,NA,10,39,33,33,NA,NA,33,128,128,NA,89,39,48,48,NA,0,48,913,847,66,NA,913,100,100,NA,NA,100,90,90,NA,90,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,5547,5547,0,1676,3871,513,513,NA,128,385,486,486,NA,150,336,304,304,NA,39,265,396,396,NA,7,389,543,543,NA,NA,543,294,294,NA,44,250,342,342,NA,NA,342,649,649,NA,161,488,389,389,NA,23,366,146,146,0,NA,146,361,361,NA,NA,361,1124,1124,NA,1124,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,10,10,0,7,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,7,7,NA,7,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,2,2,0,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,6,6,0,6,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,6,6,NA,6,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,6423,6388,35,1920,4503,569,569,NA,104,465,485,485,NA,100,385,348,348,NA,38,310,432,432,NA,13,419,753,753,NA,NA,753,308,308,NA,48,260,422,422,NA,NA,422,630,630,NA,141,489,456,456,NA,40,416,195,160,35,NA,195,389,389,NA,NA,389,1436,1436,NA,1436,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,6211,6181,30,1771,4440,539,539,NA,102,437,442,442,NA,79,363,368,368,NA,41,327,423,423,NA,24,399,757,757,NA,NA,757,295,295,NA,44,251,425,425,NA,NA,425,606,606,NA,99,507,456,456,NA,24,432,172,142,30,NA,172,370,370,NA,NA,370,1358,1358,NA,1358,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,6486,6451,35,1777,4709,566,566,NA,98,468,483,483,NA,96,387,425,425,NA,32,393,473,473,NA,23,450,773,773,NA,NA,773,282,282,NA,46,236,472,472,NA,NA,472,631,631,NA,114,517,495,495,NA,45,450,178,143,35,NA,178,385,385,NA,NA,385,1323,1323,NA,1323,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,3917,3917,0,1131,2786,313,313,NA,69,244,289,289,NA,31,258,225,225,NA,34,191,400,400,NA,3,397,391,391,NA,NA,391,196,196,NA,27,169,228,228,NA,NA,228,365,365,NA,89,276,229,229,NA,7,222,115,115,0,NA,115,295,295,NA,NA,295,871,871,NA,871,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,6427,6392,35,1920,4507,569,569,NA,104,465,485,485,NA,100,385,348,348,NA,38,310,432,432,NA,13,419,756,756,NA,NA,756,304,304,NA,48,256,423,423,NA,NA,423,630,630,NA,141,489,456,456,NA,40,416,195,160,35,NA,195,393,393,NA,NA,393,1436,1436,NA,1436,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,6220,6190,30,1771,4449,539,539,NA,102,437,442,442,NA,79,363,368,368,NA,41,327,423,423,NA,24,399,754,754,NA,NA,754,294,294,NA,44,250,430,430,NA,NA,430,605,605,NA,99,506,456,456,NA,24,432,172,142,30,NA,172,379,379,NA,NA,379,1358,1358,NA,1358,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,6478,6443,35,1777,4701,566,566,NA,98,468,483,483,NA,96,387,425,425,NA,32,393,473,473,NA,23,450,775,775,NA,NA,775,283,283,NA,46,237,465,465,NA,NA,465,621,621,NA,114,507,500,500,NA,45,455,173,138,35,NA,173,391,391,NA,NA,391,1323,1323,NA,1323,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1327,1327,0,692,635,96,96,NA,69,27,63,63,NA,31,32,60,60,NA,34,26,28,28,NA,3,25,191,191,NA,NA,191,56,56,NA,27,29,64,64,NA,NA,64,143,143,NA,89,54,60,60,NA,7,53,9,9,0,NA,9,125,125,NA,NA,125,432,432,NA,432,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,854,848,6,609,245,44,44,NA,0,44,25,25,NA,0,25,13,13,NA,0,13,43,43,NA,0,43,9,9,NA,NA,9,63,63,NA,48,15,23,23,NA,NA,23,71,71,NA,28,43,4,4,NA,0,4,9,3,6,NA,9,17,17,NA,NA,17,533,533,NA,533,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,533,529,4,311,222,45,45,NA,0,45,6,6,NA,0,6,30,30,NA,0,30,43,43,NA,0,43,8,8,NA,NA,8,56,56,NA,46,10,2,2,NA,NA,2,76,76,NA,27,49,3,3,NA,0,3,7,3,4,NA,7,19,19,NA,NA,19,238,238,NA,238,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,2,0,2,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,2,0,2,NA,2,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,3,0,3,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,3,0,3,NA,3,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,4,0,4,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,0,4,NA,4,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,33,33,0,0,33,0,0,NA,0,0,6,6,NA,0,6,5,5,NA,0,5,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,19,19,NA,0,19,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,6225,6088,137,1714,4511,437,437,NA,30,407,479,479,NA,141,338,343,343,NA,36,307,470,470,NA,14,456,747,747,NA,NA,747,319,319,NA,48,271,412,412,NA,NA,412,600,600,NA,120,480,463,463,NA,20,443,294,157,137,NA,294,356,356,NA,NA,356,1305,1305,NA,1305,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,3273,3207,66,875,2398,224,224,NA,16,208,254,254,NA,81,173,184,184,NA,16,168,251,251,NA,5,246,403,403,NA,NA,403,170,170,NA,27,143,232,232,NA,NA,232,330,330,NA,69,261,243,243,NA,15,228,148,82,66,NA,148,188,188,NA,NA,188,646,646,NA,646,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,2889,2818,71,775,2114,213,213,NA,14,199,217,217,NA,60,157,160,160,NA,20,140,219,219,NA,9,210,352,352,NA,NA,352,150,150,NA,21,129,179,179,NA,NA,179,270,270,NA,51,219,220,220,NA,5,215,146,75,71,NA,146,168,168,NA,NA,168,595,595,NA,595,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,656,656,0,166,490,30,30,NA,30,0,30,30,NA,0,30,48,48,NA,0,48,0,0,NA,0,0,90,90,NA,NA,90,96,96,NA,48,48,78,78,NA,NA,78,20,20,NA,0,20,31,31,NA,0,31,2,2,0,NA,2,143,143,NA,NA,143,88,88,NA,88,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,20,20,0,0,20,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,18,18,NA,0,18,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,5788,5764,24,1428,4360,443,443,NA,0,443,518,518,NA,113,405,355,355,NA,34,321,443,443,NA,19,424,618,618,NA,NA,618,283,283,NA,30,253,376,376,NA,NA,376,725,725,NA,186,539,389,389,NA,0,389,210,186,24,NA,210,382,382,NA,NA,382,1046,1046,NA,1046,NA
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,6289,6265,24,1947,4342,511,511,NA,68,443,536,536,NA,113,423,384,384,NA,34,350,443,443,NA,19,424,638,638,NA,NA,638,265,265,NA,30,235,428,428,NA,NA,428,718,718,NA,186,532,434,434,NA,38,396,210,186,24,NA,210,263,263,NA,NA,263,1459,1459,NA,1459,NA
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,6393,6369,24,1947,4446,511,511,NA,68,443,536,536,NA,113,423,384,384,NA,34,350,443,443,NA,19,424,622,622,NA,NA,622,285,285,NA,30,255,426,426,NA,NA,426,723,723,NA,186,537,434,434,NA,38,396,210,186,24,NA,210,360,360,NA,NA,360,1459,1459,NA,1459,NA
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,311,311,0,224,87,0,0,NA,0,0,12,12,NA,0,12,0,0,NA,0,0,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,0,0,56,56,NA,NA,56,0,0,NA,0,0,13,13,NA,0,13,0,0,0,NA,0,0,0,NA,NA,0,224,224,NA,224,NA
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,30,30,0,0,30,0,0,NA,0,0,26,26,NA,0,26,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,4,4,NA,NA,4,0,0,NA,0,NA
