Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,17556,15314,2242,3327,14229,885,885,NA,740,145,1131,1131,NA,798,333,297,297,NA,70,227,510,510,NA,77,433,804,804,NA,NA,804,712,712,NA,135,577,1050,1050,NA,NA,1050,1741,1741,NA,529,1212,1274,1274,NA,40,1234,6724,4482,2242,0,6724,1490,1490,NA,NA,1490,938,938,NA,938,NA
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,14241,11997,2244,2229,12012,726,726,NA,650,76,987,987,NA,798,189,185,185,NA,0,185,211,211,NA,77,134,711,711,NA,NA,711,540,540,NA,135,405,635,635,NA,NA,635,1557,1557,NA,355,1202,762,762,NA,30,732,6602,4358,2244,NA,6602,1141,1141,NA,NA,1141,184,184,NA,184,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,2596,2486,110,1458,1138,90,90,NA,80,10,204,204,NA,66,138,14,14,NA,0,14,96,96,NA,0,96,100,100,NA,NA,100,1249,1249,NA,1189,60,121,121,NA,NA,121,446,446,NA,111,335,75,75,NA,12,63,185,75,110,NA,185,16,16,NA,NA,16,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,2798,2697,101,1315,1483,161,161,NA,68,93,294,294,NA,112,182,13,13,NA,0,13,103,103,NA,0,103,123,123,NA,NA,123,1131,1131,NA,1032,99,148,148,NA,NA,148,434,434,NA,80,354,80,80,NA,23,57,198,97,101,NA,198,113,113,NA,NA,113,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,1331,1215,116,314,1017,64,64,NA,62,2,133,133,NA,22,111,14,14,NA,0,14,76,76,NA,0,76,58,58,NA,NA,58,223,223,NA,120,103,124,124,NA,NA,124,408,408,NA,98,310,38,38,NA,12,26,189,73,116,NA,189,4,4,NA,NA,4,0,0,NA,0,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,1608,1501,107,331,1277,105,105,NA,48,57,169,169,NA,30,139,13,13,NA,0,13,69,69,NA,0,69,56,56,NA,NA,56,301,301,NA,167,134,151,151,NA,NA,151,386,386,NA,64,322,44,44,NA,20,24,202,95,107,NA,202,110,110,NA,NA,110,2,2,NA,2,NA
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,12,11,1,2,10,0,0,NA,0,0,3,3,NA,1,2,2,2,NA,0,2,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,1,0,1,NA,1,0,0,NA,NA,0,1,1,NA,1,NA
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,7015,6263,752,2124,4891,0,0,NA,0,0,928,928,NA,703,225,799,799,NA,59,740,550,550,NA,28,522,161,161,NA,NA,161,255,255,NA,0,255,484,484,NA,NA,484,561,561,NA,12,549,739,739,NA,450,289,1164,412,752,NA,1164,502,502,NA,NA,502,872,872,NA,872,NA
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,8963,6255,2708,1216,7747,1682,1682,NA,13,1669,171,171,NA,1,170,78,78,NA,4,74,203,203,NA,34,169,589,589,NA,NA,589,391,391,NA,38,353,472,472,NA,NA,472,774,774,NA,353,421,190,190,NA,0,190,2857,149,2708,NA,2857,783,783,NA,NA,783,773,773,NA,773,NA
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,1555,910,645,873,682,0,0,NA,0,0,21,21,NA,2,19,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,5,5,NA,5,0,15,15,NA,0,15,645,0,645,NA,645,3,3,NA,NA,3,866,866,NA,866,NA
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,173,157,16,155,18,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,16,0,16,NA,16,0,0,NA,NA,0,155,155,NA,155,NA
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,11278,11031,247,1517,9761,1309,1309,NA,126,1183,1058,1058,NA,53,1005,1014,1014,NA,180,834,952,952,NA,13,939,1275,1275,NA,NA,1275,562,562,NA,10,552,667,667,NA,NA,667,1254,1254,NA,50,1204,738,738,NA,53,685,653,406,247,NA,653,764,764,NA,NA,764,1032,1032,NA,1032,NA
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,2222,2203,19,771,1451,199,199,NA,90,109,257,257,NA,62,195,188,188,NA,148,40,53,53,NA,4,49,239,239,NA,NA,239,201,201,NA,0,201,190,190,NA,NA,190,516,516,NA,409,107,158,158,NA,25,133,76,57,19,NA,76,112,112,NA,NA,112,33,33,NA,33,NA
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,37,37,0,8,29,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,9,9,NA,0,9,0,0,NA,NA,0,13,13,NA,3,10,7,7,NA,1,6,0,0,0,NA,0,2,2,NA,NA,2,4,4,NA,4,NA
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,2953,2931,22,154,2799,107,107,NA,5,102,490,490,NA,26,464,157,157,NA,22,135,103,103,NA,2,101,753,753,NA,NA,753,95,95,NA,0,95,371,371,NA,NA,371,298,298,NA,5,293,72,72,NA,6,66,164,142,22,NA,164,255,255,NA,NA,255,88,88,NA,88,NA
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,365,348,17,5,360,12,12,NA,0,12,43,43,NA,0,43,12,12,NA,0,12,30,30,NA,2,28,138,138,NA,NA,138,8,8,NA,0,8,15,15,NA,NA,15,16,16,NA,0,16,35,35,NA,0,35,19,2,17,NA,19,34,34,NA,NA,34,3,3,NA,3,NA
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,17,17,0,17,0,0,0,NA,0,0,17,17,NA,17,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,NA,NA,3,0,0,NA,0,NA
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,122619,122600,19,33603,89016,8646,8646,NA,890,7756,9165,9165,NA,706,8459,6703,6703,NA,25,6678,9421,9421,NA,53,9368,15020,15020,NA,NA,15020,4820,4820,NA,0,4820,8419,8419,NA,NA,8419,10228,10228,NA,390,9838,7932,7932,NA,0,7932,3546,3527,19,NA,3546,7180,7180,NA,NA,7180,31539,31539,NA,31539,NA
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,287528,287528,0,123783,163745,17226,17226,NA,5680,11546,13358,13358,NA,4933,8425,7682,7682,NA,4045,3637,14281,14281,NA,119,14162,53416,53416,NA,NA,53416,3886,3886,NA,0,3886,15842,15842,NA,NA,15842,37518,37518,NA,9816,27702,10041,10041,NA,4480,5561,7314,7314,0,NA,7314,12254,12254,NA,NA,12254,94710,94710,NA,94710,NA
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,3236,3236,0,678,2558,87,87,NA,0,87,234,234,NA,0,234,46,46,NA,6,40,30,30,NA,30,0,75,75,NA,NA,75,43,43,NA,0,43,35,35,NA,NA,35,873,873,NA,0,873,712,712,NA,570,142,285,285,0,NA,285,744,744,NA,NA,744,72,72,NA,72,NA
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,950,922,28,87,863,108,108,NA,0,108,65,65,NA,0,65,41,41,NA,41,0,13,13,NA,0,13,145,145,NA,NA,145,7,7,NA,0,7,79,79,NA,NA,79,132,132,NA,0,132,13,13,NA,0,13,50,22,28,NA,50,251,251,NA,NA,251,46,46,NA,46,NA
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,31183,30116,1067,1503,29680,1648,1648,NA,126,1522,3604,3604,NA,576,3028,2492,2492,NA,255,2237,4004,4004,NA,0,4004,5508,5508,NA,NA,5508,1618,1618,NA,0,1618,2963,2963,NA,NA,2963,2592,2592,NA,0,2592,2409,2409,NA,397,2012,2551,1484,1067,NA,2551,1645,1645,NA,NA,1645,149,149,NA,149,NA
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,1,1,0,NA,1,1,1,NA,NA,1,0,0,NA,0,NA
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,11513,10806,707,4310,7203,1754,1754,NA,886,868,810,810,NA,570,240,394,394,NA,181,213,412,412,NA,19,393,937,937,NA,NA,937,683,683,NA,151,532,436,436,NA,NA,436,1570,1570,NA,1085,485,564,564,NA,0,564,1782,1075,707,0,1782,753,753,NA,NA,753,1418,1418,NA,1418,NA
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,64844,64844,0,17979,46865,6545,6545,NA,1686,4859,5312,5312,NA,1473,3839,3404,3404,NA,601,2803,4344,4344,NA,121,4223,6224,6224,NA,NA,6224,3247,3247,NA,448,2799,4011,4011,NA,NA,4011,6493,6493,NA,1268,5225,4235,4235,NA,306,3929,4850,4850,0,5,4845,4108,4108,NA,NA,4108,12071,12071,NA,12071,NA
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,239,239,0,22,217,0,0,NA,0,0,62,62,NA,0,62,8,8,NA,0,8,0,0,NA,0,0,47,47,NA,NA,47,12,12,NA,0,12,20,20,NA,NA,20,18,18,NA,0,18,0,0,NA,0,0,51,51,0,1,50,0,0,NA,NA,0,21,21,NA,21,NA
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,41,41,0,9,32,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,0,2,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,0,0,25,25,0,1,24,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,174,127,47,27,147,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,NA,20,15,15,NA,0,15,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,110,63,47,0,110,0,0,NA,NA,0,27,27,NA,27,NA
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,69106,68669,437,21305,47801,6240,6240,NA,1574,4666,5928,5928,NA,1777,4151,3745,3745,NA,430,3315,4693,4693,NA,228,4465,7614,7614,NA,NA,7614,3221,3221,NA,336,2885,4168,4168,NA,NA,4168,6746,6746,NA,1344,5402,4860,4860,NA,364,4496,2484,2047,437,2,2482,4157,4157,NA,NA,4157,15250,15250,NA,15250,NA
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,66939,66537,402,20340,46599,5974,5974,NA,1458,4516,5708,5708,NA,1702,4006,3674,3674,NA,437,3237,4759,4759,NA,244,4515,7425,7425,NA,NA,7425,3036,3036,NA,281,2755,4025,4025,NA,NA,4025,6576,6576,NA,1253,5323,4792,4792,NA,364,4428,2302,1900,402,25,2277,4092,4092,NA,NA,4092,14576,14576,NA,14576,NA
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,66848,66452,396,19739,47109,5932,5932,NA,1408,4524,5720,5720,NA,1629,4091,3773,3773,NA,442,3331,4825,4825,NA,254,4571,7472,7472,NA,NA,7472,2952,2952,NA,272,2680,4055,4055,NA,NA,4055,6576,6576,NA,1203,5373,4816,4816,NA,363,4453,2439,2043,396,8,2431,4128,4128,NA,NA,4128,14160,14160,NA,14160,NA
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,47512,47512,0,13513,33999,3433,3433,NA,981,2452,3624,3624,NA,613,3011,2506,2506,NA,543,1963,4134,4134,NA,78,4056,4245,4245,NA,NA,4245,2101,2101,NA,228,1873,3235,3235,NA,NA,3235,4177,4177,NA,1085,3092,2259,2259,NA,137,2122,4387,4387,0,2,4385,3565,3565,NA,NA,3565,9846,9846,NA,9846,NA
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,68844,68554,290,21218,47626,6240,6240,NA,1574,4666,5908,5908,NA,1777,4131,3763,3763,NA,430,3333,4693,4693,NA,228,4465,7536,7536,NA,NA,7536,3205,3205,NA,278,2927,4149,4149,NA,NA,4149,6743,6743,NA,1344,5399,4853,4853,NA,364,4489,2334,2044,290,8,2326,4205,4205,NA,NA,4205,15215,15215,NA,15215,NA
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,66735,66414,321,20331,46404,5974,5974,NA,1458,4516,5717,5717,NA,1702,4015,3683,3683,NA,437,3246,4759,4759,NA,244,4515,7345,7345,NA,NA,7345,3035,3035,NA,281,2754,3992,3992,NA,NA,3992,6565,6565,NA,1253,5312,4772,4772,NA,364,4408,2217,1896,321,25,2192,4109,4109,NA,NA,4109,14567,14567,NA,14567,NA
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,66485,66089,396,19716,46769,5932,5932,NA,1408,4524,5721,5721,NA,1629,4092,3767,3767,NA,442,3325,4825,4825,NA,254,4571,7316,7316,NA,NA,7316,2946,2946,NA,272,2674,4023,4023,NA,NA,4023,6533,6533,NA,1203,5330,4810,4810,NA,363,4447,2413,2017,396,8,2405,4062,4062,NA,NA,4062,14137,14137,NA,14137,NA
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,17683,17584,99,8304,9379,1627,1627,NA,981,646,1147,1147,NA,613,534,701,701,NA,540,161,397,397,NA,78,319,1482,1482,NA,NA,1482,681,681,NA,233,448,801,801,NA,NA,801,1900,1900,NA,1085,815,636,636,NA,130,506,2649,2550,99,0,2649,1018,1018,NA,NA,1018,4644,4644,NA,4644,NA
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,81,81,0,8,73,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,65,65,NA,NA,65,0,0,NA,0,0,8,8,NA,NA,8,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,8,8,NA,8,NA
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,96,79,17,2,94,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,77,77,NA,NA,77,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,0,17,0,17,0,0,NA,NA,0,2,2,NA,2,NA
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,88,84,4,1,87,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,73,73,NA,NA,73,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,0,4,0,4,0,0,NA,NA,0,1,1,NA,1,NA
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,19851,19760,91,12906,6945,786,786,NA,392,394,1643,1643,NA,662,981,868,868,NA,322,546,822,822,NA,0,822,784,784,NA,NA,784,628,628,NA,331,297,430,430,NA,NA,430,1769,1769,NA,1177,592,470,470,NA,248,222,942,851,91,0,942,935,935,NA,NA,935,9774,9774,NA,9774,NA
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,13965,13873,92,9047,4918,407,407,NA,18,389,957,957,NA,475,482,745,745,NA,243,502,686,686,NA,0,686,596,596,NA,NA,596,515,515,NA,283,232,182,182,NA,NA,182,1601,1601,NA,1063,538,212,212,NA,164,48,534,442,92,0,534,729,729,NA,NA,729,6801,6801,NA,6801,NA
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,69,0,69,0,69,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,69,0,69,0,69,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,72,0,72,0,72,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,72,0,72,0,72,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,46,0,46,0,46,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,46,0,46,0,46,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,311,269,42,69,242,0,0,NA,0,0,32,32,NA,0,32,42,42,NA,0,42,0,0,NA,0,0,37,37,NA,NA,37,3,3,NA,0,3,4,4,NA,NA,4,0,0,NA,0,0,82,82,NA,0,82,42,0,42,0,42,0,0,NA,NA,0,69,69,NA,69,NA
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,65785,64366,1419,18617,47168,5131,5131,NA,706,4425,5664,5664,NA,1774,3890,3633,3633,NA,414,3219,4805,4805,NA,237,4568,7303,7303,NA,NA,7303,2918,2918,NA,291,2627,4173,4173,NA,NA,4173,6578,6578,NA,1170,5408,4517,4517,NA,318,4199,3300,1881,1419,38,3262,4094,4094,NA,NA,4094,13669,13669,NA,13669,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,34332,33617,715,9352,24980,2679,2679,NA,366,2313,3017,3017,NA,943,2074,1966,1966,NA,220,1746,2569,2569,NA,116,2453,3860,3860,NA,NA,3860,1534,1534,NA,159,1375,2256,2256,NA,NA,2256,3535,3535,NA,646,2889,2381,2381,NA,178,2203,1682,967,715,4,1678,2133,2133,NA,NA,2133,6720,6720,NA,6720,NA
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,30821,30117,704,8618,22203,2452,2452,NA,340,2112,2591,2591,NA,831,1760,1654,1654,NA,194,1460,2236,2236,NA,121,2115,3490,3490,NA,NA,3490,1379,1379,NA,132,1247,1947,1947,NA,NA,1947,3048,3048,NA,524,2524,2150,2150,NA,140,2010,1587,883,704,4,1583,1955,1955,NA,NA,1955,6332,6332,NA,6332,NA
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,55,55,0,0,55,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,0,20,0,0,NA,0,0,5,5,NA,NA,5,7,7,NA,0,7,23,23,NA,NA,23,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,7364,7364,0,2447,4917,138,138,NA,30,108,395,395,NA,0,395,317,317,NA,0,317,80,80,NA,0,80,957,957,NA,NA,957,398,398,NA,75,323,490,490,NA,NA,490,1812,1812,NA,970,842,535,535,NA,111,424,105,105,0,9,96,885,885,NA,NA,885,1252,1252,NA,1252,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,413,371,42,105,308,20,20,NA,0,20,23,23,NA,0,23,66,66,NA,0,66,0,0,NA,0,0,19,19,NA,NA,19,0,0,NA,0,0,56,56,NA,NA,56,61,61,NA,0,61,11,11,NA,0,11,42,0,42,0,42,10,10,NA,NA,10,105,105,NA,105,NA
